dst,pagerank_score
7188,0.00036450962918719475
1,0.14964893916831248
430,0.0017636323412834887
3134,0.00447945907217263
3026,3.5097739881225825e-05
3010,3.5097739881225825e-05
804,0.005078637303067413
160,0.0003906712743257916
95,0.004659025865099287
377,0.013601174875396268
888,0.03435956261555282
89,0.02580716631144081
1901,0.009923406456144986
161,0.0027054097030751673
256,0.0005855756202291558
351,0.0018167972571656067
3329,0.0005294945755785242
3341,0.003001478754065016
649,0.02501288815544804
1583,3.565574335791572e-05
87,0.02199507851320061
37,0.03724705654911073
309,0.0013023137515242426
821,0.0027039856608347197
1496,0.007507408626486381
637,0.044075879350598375
964,0.002010450195084051
594,0.0038613053036076197
2249,0.016844776154748265
554,0.017103243733591386
20,0.038510341802998
2227,0.06068129558657539
1315,0.03253437936182145
519,0.005829389433505356
1316,0.019811715172408744
2149,0.0038395165677238756
1724,0.0015190750219286676
18,0.5031345926603468
57,0.019572524918673426
118,0.16550880682771493
3254,0.005702052641416051
1177,0.05360815796510708
112,0.05557489207544727
11,0.02464913253232482
586,0.05291796986406603
35,0.06400233930623385
15,0.009101931051762149
1445,0.010418139344356257
152,0.0001977721370647921
2,0.04277996120636906
113,0.025482580165113723
44,0.11148000481712503
2401,0.005968438864640422
10,0.04497733325524448
2378,0.0008599435622553107
126,0.028078333640170716
3245,0.001353489301740688
783,0.04520761393599266
493,0.002240976826837974
1358,0.00023775879931304796
1180,0.008126527182382317
529,0.006915957476289227
333,0.03585367696267578
1538,0.0008666834399607829
2282,0.0008592784672022864
1519,0.015195902794477648
2966,0.0033310766445298814
474,0.0004385193087951569
330,0.01801414947252812
958,0.00018061096347769102
17,0.021011124987743685
1295,0.0016923721564951727
38,0.023393903667837505
1952,3.5283741040122454e-05
223,0.03909028838571052
625,0.020968790991574643
1392,0.03546806011833081
3355,3.5097739881225825e-05
1881,5.775268103483565e-05
58,0.04354932498416881
96,0.047860533748048925
1580,0.01998853542440753
196,0.0005101085613679126
146,0.00222949693720119
416,0.006495150097623866
1198,4.2555127254226764e-05
3319,3.5097739881225825e-05
1867,0.0016863123989033593
896,0.008979404737198438
617,0.011446677139595962
3300,0.0015182882469731208
1877,0.00020476371543812048
462,0.0002530841069204502
3279,0.006297457658713672
454,0.011852557252400748
1860,0.006638570880925828
121,0.002306527873457095
151,0.0010567320234750976
1570,0.0013639306885358004
1573,0.0026742744559784277
1063,0.00024608376027336084
1353,0.005819337218933389
459,0.003835283928750832
2334,0.0030017066337809867
1267,0.0028569071758313283
1060,5.644419459079415e-05
1061,4.468230504842586e-05
7431,0.0029704997726772184
1355,0.00013808038152366128
71,0.04334730351781776
3070,0.0016830871922055536
2113,0.050463760982164554
3001,3.9072653536164965e-05
396,0.008808021260955166
2260,0.0016832731933644502
142,0.017457958838564797
2238,0.0031569156409663184
123,0.03217662482340676
2942,0.0033310766445298814
1509,0.02197172672024611
7410,0.0021916339883471933
1760,0.0005907390969692336
2876,3.5097739881225825e-05
259,0.000306072431873738
1493,0.0013551505949641648
2845,3.5097739881225825e-05
370,0.020882433760710577
2844,3.5097739881225825e-05
2167,0.0015189992893780168
156,0.01077272593087615
2808,3.5097739881225825e-05
255,0.0030094213340177765
736,0.004015019987096922
7603,0.00032239048284484585
346,0.0048938194090075325
9,0.004003033432059305
75,0.018527073953472976
175,0.00477614586649717
2754,0.008275045001502864
22,0.04761438606060725
155,0.017189207477570443
1261,0.0013488824455082913
2552,0.0013541879045185913
2586,3.5097739881225825e-05
710,0.0006980245897413104
578,0.00012905351682669346
472,0.0002913026004739303
2472,0.002180418712854332
1606,0.0723876379330768
4,0.026198255635309343
563,0.06438035463792986
744,0.0019100261716933418
3422,0.006956653439643403
250,0.0062913281751414115
249,0.019426300104279013
2427,0.0012261385898327773
3414,0.0025070819183677174
1590,0.0005341339113669063
2305,0.003661512928278132
1900,0.009927521285497964
3392,0.007781644740435866
1065,6.059512766370655e-05
1147,0.013396578936397454
1072,0.0020252157428890106
3375,0.00019989668511365862
1024,0.05025474220277699
709,0.008059468597578336
1382,0.00038578489858674323
3332,3.5097739881225825e-05
1885,0.020809422541446188
3330,3.5097739881225825e-05
1197,0.000837040755169107
3316,0.0005294945755785242
1886,5.06120079728135e-05
154,0.022004007586027958
1522,0.010588838746520075
2391,0.0012448627064950383
3298,0.0003646956303460914
432,0.02873836545280041
3292,0.008769441837200163
3290,0.00019989668511365862
7597,-0.00010448010102409156
3274,0.00943219644030345
1875,4.009083765782875e-05
291,0.010759050760151732
158,0.002735036567994768
1579,0.004495251374962045
1846,0.008285837252437532
1066,0.0012635601045527633
290,0.007623647108984194
3233,0.0008590924660433897
891,0.0015408791026158785
247,0.0008989324746071222
1856,0.0007325579024848119
3211,0.0074510502753407015
115,0.028414393934641624
1365,0.005654232447878222
483,0.0014772330450445745
3210,0.005473462932551508
3189,0.024095743743816414
3193,3.5097739881225825e-05
2352,0.0003651414426475738
1847,0.005640721097891017
3173,0.022118156401027222
1051,0.0005652154135813934
1843,0.0005306665284035165
2342,0.008277385516085646
7341,0.004013495212781254
3139,0.0010238914112758225
1186,0.01505468408561597
3167,0.010747029179989357
3149,0.0056382618777839405
1842,3.850212472890964e-05
3156,0.0018478861374379863
3141,0.002342282973135285
817,0.002498582366372502
1840,0.009915941985394517
1839,0.0013539450611726295
2324,0.009926070797069721
3143,0.01733898698928667
3142,0.004155071370692045
174,0.00011179421539446456
2315,0.000529722455294495
1356,0.00020278316151595442
1835,0.013219624667201968
296,0.02002094038563483
3118,0.012230219687081252
1542,0.006629369258591294
3111,0.004319870315924478
753,0.00020596114856340033
3088,0.0005294945755785242
395,0.06629267845235493
3068,0.0015182882469731208
3042,0.0016830871922055536
1442,0.010089814048849826
1339,4.134905923243853e-05
596,0.003185881506023905
2281,0.0110825399494002
222,0.019815354663901854
194,0.0022534782347281637
3064,0.009758235508594759
1812,0.001028120862525751
1796,0.00019036855922898257
701,0.007258914771154588
124,0.028711888827624755
3057,0.002836679808832583
7427,0.008287046483508073
2276,0.010913410444939728
2271,3.977876904679107e-05
1525,0.0010301726108304604
2235,0.005995945943242198
3027,3.5097739881225825e-05
2090,0.003698122768319269
1342,0.0003670699579194272
331,0.021258486432011843
3023,0.0015182882469731208
2261,3.6502048630895396e-05
68,0.03886011044193358
116,0.03092812135266646
1043,3.417891534399215e-05
3020,3.5097739881225825e-05
491,0.00037497459232612855
179,0.0003301654135820221
2252,0.008934925811090972
214,0.0020678340825235723
439,0.012593465055020514
2147,0.01898755853850205
1167,0.026583665093388893
697,0.04159196325850892
67,0.0357915684671584
1793,4.6445689373505214e-05
258,0.00016544417264303555
1340,0.0005494900440276009
2996,3.5097739881225825e-05
1520,0.026733084871012027
1336,0.001016087074655665
30,0.07222643644815298
178,0.0037431783326054907
747,0.00308053110308557
2962,0.0011886903565082553
2952,0.0005294945755785242
455,0.005216550597922335
260,0.0006249887727988856
623,0.0011513171179963737
29,0.06156059757634378
1510,0.014708812377330894
2927,0.002177484027902852
301,0.0724370293688974
2907,0.000694293520810957
2909,0.0077806481658055674
1148,7.704236977212558e-05
955,0.019984205494755245
1502,0.0011979184038808572
2853,0.001189268605009043
1500,0.0013979866142792379
2178,0.007123389362461588
1320,0.0020713820326566084
874,0.014131616722656613
2177,3.657595961772011e-05
2892,0.0010238914112758225
636,0.007574896932692513
1034,9.641214703812711e-05
1494,0.013221659784144598
276,0.0008843856288855784
1318,0.013252451708377237
117,0.03581821510650381
1492,0.0015751025666740385
1302,0.00048147498952914023
1313,0.00800510422718137
1491,0.0023560218592968514
2870,0.005308663987319075
2181,0.004325220063542267
1309,0.025590562293469586
1750,0.011246718594117076
2848,0.004319870315924478
1458,0.0026792856078492705
951,0.005669740317038873
1029,0.09497748363464772
2176,0.01453924663672832
2846,0.0003646956303460914
347,0.00018923073175382125
2173,0.000806638220784523
2826,0.0074510502753407015
1742,0.003993094006982164
2166,0.0002040575999274944
2823,0.00019989668511365862
2820,0.0016830871922055536
2814,0.010582230234756924
1736,0.003502524007997465
1025,0.017345919135069
1482,0.001218141554957981
1483,0.023465999161336407
2152,0.012232466581080724
2806,3.5097739881225825e-05
1128,0.01619136194017151
2801,3.5097739881225825e-05
2795,0.0008590924660433897
1290,0.003335214395536887
1288,0.04602156112156381
1436,0.029702028567829504
2498,0.03200609311497318
2784,0.0003646956303460914
587,0.0003763154438193297
2780,3.5097739881225825e-05
2779,0.0003646956303460914
305,0.0014233314524713465
944,0.007019121899019079
2129,3.5493319810710216e-05
683,0.020330384410887126
42,0.011925430348535954
1136,0.0005347387429477968
1283,0.04437500961223404
2127,0.0013556497767401798
2093,0.00036558023428289116
1284,0.002016205927840481
72,0.05331359124596742
264,0.0014211967408257699
2756,0.0008590924660433897
1285,0.00531659288094163
613,0.0020053286732187228
304,0.00044835369812419384
1282,0.0003741479546553422
4721,0.0033322469018212727
1475,0.017011794258337282
2746,0.005308663987319075
1715,0.015701443623100234
734,0.0012273800924445005
2108,0.00498842815518534
1923,4.914082737792157e-05
1465,0.009106339578215618
2742,0.000694293520810957
2117,0.0013010350564818213
1720,0.007626729450525529
90,0.08005464224923989
2731,0.0003646956303460914
1457,0.010146618416487655
2725,3.5097739881225825e-05
2109,0.008284407059833994
543,0.00257737660157554
2102,0.003664078919842431
712,0.018596003528039754
231,0.000555113303921627
2687,0.031511696279275886
1708,3.8842563213678025e-05
1129,0.04682608374210446
76,0.03343300289727542
2065,0.03139935157930232
1251,0.007330759182537987
1248,0.013573401998834986
725,0.11450383440128128
2559,0.010582230234756924
507,0.0002752784619610581
1942,4.258738654613022e-05
1232,0.006631056638037369
534,0.022700444455678603
994,0.026317590982671894
503,0.00022964922347243469
2448,0.008275045001502864
846,0.016855367665977707
1028,0.026733642874488716
2367,0.007945633112196896
2296,3.5283741040122454e-05
379,0.002285963853261777
3421,0.003001478754065016
3418,0.004484669261156911
3402,0.00019989668511365862
3385,0.00019989668511365862
3367,0.002177484027902852
3349,0.0056382618777839405
545,0.018695222346793664
1589,0.01205757273888416
3339,0.000694293520810957
2402,0.0008665821127082942
3335,3.5097739881225825e-05
3317,3.5097739881225825e-05
1862,0.0010411752112717558
3313,0.002177484027902852
3295,0.00019989668511365862
2383,0.000861135096952
1195,0.0007058542443562166
3283,0.001353489301740688
2375,0.04420360537493861
292,0.0003135898966605245
3256,0.008769441837200163
3259,0.0015182882469731208
3253,0.0003646956303460914
3247,3.5097739881225825e-05
2368,0.0005331185981583167
1574,0.03926349509019876
3215,0.0010238914112758225
3202,0.003001478754065016
2351,0.00203140919933268
3163,0.002342282973135285
2338,0.003991442682751005
1521,0.03287221710362544
3148,0.002836679808832583
3124,0.010252632344292058
3113,0.0011886903565082553
3013,0.0005294945755785242
1826,0.00010626190769056826
3103,0.005473462932551508
1822,0.0033416389667496184
3101,0.0008590924660433897
3083,0.0066270555491785375
3084,0.002836679808832583
3078,3.5097739881225825e-05
3062,0.014207807029870446
3059,0.0067918544944109704
2273,6.318391487461732e-05
3048,0.0015182882469731208
523,0.004161328351496892
373,0.006728930429549991
1331,0.0005377324490549832
3004,0.008439843946735297
3006,0.002836679808832583
810,4.451397677275253e-05
3000,0.0011886903565082553
2999,0.0005294945755785242
2989,0.0003646956303460914
1337,0.00021129942477532534
2941,0.002836679808832583
2947,0.0018478861374379863
2945,0.00019989668511365862
2926,3.5097739881225825e-05
2217,0.017998893812621295
1505,0.0010278600149007835
2920,0.0003646956303460914
2782,0.0026718808636001503
2904,0.00860464289196773
2898,0.0020126850826704193
2198,0.015691941610071362
2881,0.0018478861374379863
2185,0.004815211224730799
2858,0.0025070819183677174
1749,0.06810322136977802
2837,3.5097739881225825e-05
517,0.0003100035705295022
2163,0.008441322166471792
2830,3.5097739881225825e-05
2632,0.009099039727665029
796,0.0028612022818821506
2810,0.012395018632313685
2144,0.05639693778316989
2136,3.569851367787591e-05
2793,0.0025070819183677174
2786,0.009923034453827192
2783,3.5097739881225825e-05
2775,0.030687701553113726
2772,0.0015182882469731208
2771,0.0020126850826704193
2767,3.5097739881225825e-05
2764,0.0003646956303460914
2763,3.5097739881225825e-05
2752,0.004814267151621777
2750,0.016350193317892073
2747,0.0033310766445298814
2119,0.007451457321355098
2744,0.016020595427427207
2743,0.003166277699297449
2707,0.013713410194173147
2713,0.028215717374627233
2700,0.006297457658713672
1413,0.001046977629841819
2695,0.0064622566039461045
2619,0.0058030608230163734
2605,0.011241426015686654
1117,-7.231863127274501e-05
300,0.016798851007576613
7348,0.00019952468279586534
7425,0.001171143819596802
7557,-3.900994249760133e-05
7589,0.00032558966825639677
1368,0.01767305702401315
164,0.00526903420676307
244,0.0025256977873878966
62,0.01307130953487044
2244,0.03810734785933531
148,0.0014188017631080285
7403,0.0004931544569458921
52,0.006950496566258174
159,0.008150185575399085
66,0.06775710189885681
60,0.02512011522583454
585,6.46496285547405e-05
97,0.03291464397550718
2006,0.009593816530465264
1421,3.9024655806889274e-05
353,0.011742876966938664
51,0.051833270477647755
185,0.012175837249917202
312,0.033905644028037335
168,0.007216539270190504
354,0.03405991125751143
108,0.025588968677938723
91,0.015858263632365418
40,0.13595264882739289
271,5.874643095835709e-05
119,0.028355359875098168
54,0.04212190334894217
375,0.0249911627470444
177,0.004492224661082851
31,0.09577928702883348
47,0.007935252792003035
23,0.012705340176117628
74,0.0848739660042364
165,0.04493251801945831
306,0.009969509087674794
8,0.020016700435106567
242,0.00521995760947145
412,0.002926227894325353
381,0.049211385364558595
561,0.004278574335831691
216,0.008403828697899005
107,0.05863788798215679
681,0.06816463075677812
79,0.042912201814965883
272,0.0007986925407518477
39,0.035251552317486876
150,0.0014418427160040454
181,0.001258733586541071
109,0.023476695012959646
2404,3.547770698416076e-05
24,0.04158442438862022
19,0.07766817687119794
7,0.009260413421373032
348,0.003645080631554882
473,0.004146678516538876
1921,0.0002524276187758469
99,0.009189294013693257
1380,9.62567840862619e-05
73,0.028976753845849742
85,0.05801675371322936
189,0.0029820241719212006
787,0.019718057885081818
133,0.030961834825779064
1709,0.011242731006185272
658,0.005350652427687693
293,0.0058794438939761065
768,0.012751495554017845
45,0.05026349666751986
471,0.00038250235013446976
1632,0.008605776850345656
281,0.007280944779119153
269,0.008910831902426634
2336,0.00380129108894959
206,0.002567824761649803
241,0.00846445463576783
190,0.000848298530050129
7577,0.0015566789435930803
798,0.003697103450266869
211,0.004665732646605661
140,0.04054734271379328
217,0.018643584461196083
182,0.00038347351726426664
236,0.030505101847146363
777,0.01128523776795084
1098,0.0022299632416926626
106,0.013867614566311548
237,0.02029808296973203
1401,0.08600911798138838
1409,0.060519057078612375
769,0.015238523967948281
1209,0.004832166936997901
917,0.02016079161030895
114,0.005124495299937377
2698,0.0020127820656424384
1127,0.0031717993524193367
1009,0.015322782382315752
1386,9.749728818128738e-05
173,0.00044511552582561774
43,0.04959425864812988
647,0.017211252315080514
5,0.03188858653239096
1156,0.004501175963833
553,0.017719822840617187
170,0.0004078703331732114
93,0.05030966189793572
145,0.013375794341512462
1523,0.008114790836077336
350,0.022975056392210792
77,0.11466570012401037
1785,3.7117205613879896e-05
166,0.003150216201738344
489,4.802382654873959e-05
25,0.022590875099270137
83,0.05686096332914922
277,0.011906355424546678
70,0.004683764203288786
1487,0.005202675356394494
270,0.007217437436308909
871,0.000572093084875538
389,0.015798728210751924
544,0.010015363064201777
2631,0.017670271290258863
672,0.0032464019770561767
137,0.01486667399757668
424,0.00795344843514283
65,0.05463050340242177
1693,5.631936729271892e-05
475,0.0029041648153020003
449,0.07724407026500806
1998,0.000691581886283637
1977,7.264295617776696e-05
915,1.7986368016024163e-05
63,0.04528651784552669
1957,5.766366284795817e-05
1635,0.04720730176765304
508,0.015782495549668245
2499,0.011241522998658673
2497,0.023601443891091135
299,0.04799324981166689
1225,0.01519776763376062
238,0.0168680565103856
2488,0.003990369408431632
1936,5.1243965706611544e-05
382,0.05429187490831899
355,0.0028627171485232023
1090,0.001139291966977913
1222,-1.8268409265862708e-05
21,0.04021910205060774
564,0.02052745844332783
2459,0.00019999366808567777
774,0.0004983748499370003
209,0.0004286475673556362
1922,3.565704672144895e-05
504,0.00030545699856193183
987,0.009271185971719905
2446,0.02112945971260464
986,0.006818665148528707
1603,0.0001484834959358325
446,0.04113971712121117
436,0.02703969461326934
512,0.0023715449108080208
767,0.0018797785643194008
469,0.002456752203884993
188,0.001981700026538929
257,0.008078053512017161
7400,0.00751529985193418
263,0.0003936366573690438
562,0.008146655107905501
1691,0.007207649580110044
14,0.0352816502864069
13,0.06306599348945559
139,0.021916723032624284
318,0.021611837217082607
862,0.013846625153455229
251,0.00500551520184706
111,0.02518072006870349
16,0.01252180327540697
5342,0.0004539139131362023
3,0.013907754361943532
219,0.0013345137653816917
268,0.0005468376811558753
2839,0.005143962025058661
1929,0.0005857639085373263
420,0.025073371620232467
532,0.0012709898955705137
7401,0.0021560828625937158
200,0.006175811363083325
402,0.05280195502506749
7508,0.0003424447429950566
7552,5.931637830371884e-06
7500,0.001243200414629075
7482,0.00014616357699897715
7583,0.0011884455819652522
971,0.01586310021137023
92,0.053535653010821825
7336,0.0006908184557515496
1545,0.00465019372409433
103,0.07346893426361607
207,0.0012615204015851097
6,0.04149738768982405
7380,0.0015370461963045057
287,0.009528241096907064
754,-0.00042086559701156803
26,0.038588727840197
34,0.1356106381226331
525,0.0007013084493389834
56,0.0009985836400794323
1849,0.02310744771041083
557,0.03251416091284807
208,0.005613360786283868
1558,0.026734194762815744
2346,3.536749815427064e-05
974,0.007634523136908793
262,0.000502538871310355
2001,3.561008086778856e-05
815,0.005941780792048261
120,0.03820476295860588
492,0.011434361701413697
1175,0.0046001582374251915
32,0.020888084118405096
172,0.032387665827242826
1347,0.00040279705095380686
1338,3.6051137302182804e-05
105,0.04506094683671414
818,0.01403981746686773
890,0.006833218527918027
1362,3.6694146733293984e-05
1547,0.0038261989979321664
1056,0.006137220508537533
2280,3.571564847790759e-05
879,0.05593117803945342
36,0.016821307308664112
590,0.041674755680300726
3260,0.0034959174683193883
1174,0.021131481783378484
3198,0.001518330125530195
460,0.001401980934321028
3200,0.0003647375089031655
589,0.002493612023932937
433,0.0833061518500705
81,0.06363976618170455
7509,3.2484181133113767e-05
973,0.04372252567656873
1555,0.0003656390806365893
3154,0.00300152063262209
7595,0.0014522448453577514
1361,0.003660447727993854
2331,0.0016861654140051566
509,0.0004218779623030281
969,0.01587260278212966
197,0.001716998179048023
621,0.0015307090281917533
1036,0.026096297664589332
1054,4.0895854323210686e-05
1818,0.01058272787274594
358,0.008500844540581982
748,0.013132055189530395
88,0.02955338817138922
163,0.0029822802356439626
1576,0.04255604865675769
2353,3.536749815427064e-05
3221,0.00019993856367073268
136,0.194730946789289
1367,0.00016695739974061728
7512,0.00942389903555008
757,0.0015784833910457586
49,0.08611955605515938
646,0.024232933605182243
2328,0.0158595831840843
1360,0.005644038131570249
7377,0.002999549070287683
2321,0.0028369495671056277
125,0.11074852209871752
1548,0.0011897269728015976
1837,4.129664779120556e-05
1834,0.0010247402659404837
703,0.009900131348974628
1456,0.001851671333019483
7406,0.0015454871074682495
1832,0.006461278087774998
3105,0.005143906920643716
641,0.003977821018675775
320,0.030091680014814447
885,0.0007143575204157081
632,0.015212517110866032
2300,3.536749815427064e-05
702,0.017714879963081413
228,0.0020686223243923736
752,7.411051336645809e-05
2291,0.007286521088381313
656,0.015558258822294828
877,9.88080512405572e-06
2293,0.0005231662397227309
650,0.0431733322501935
3328,0.0006943353993680311
720,0.0241848696611824
1379,0.013723337932299625
3275,0.01239506051087076
345,0.024352517299969515
336,0.008250132621672039
295,0.07232183387709246
1375,0.0015248211526397788
435,0.004082800601144851
7390,0.0002951559281754
12,0.06565687861128744
1853,0.006633933216358342
1184,0.010739661692238445
1064,0.0010362334810863829
1560,0.0020156196751382484
988,0.007635844588679226
203,0.008824587008752554
976,0.028718767616691197
289,0.03715847264037637
7394,0.017418938298827052
3203,0.004649510084946418
1844,0.0026983625437481105
2053,0.010749951691879088
1363,0.0003699116531206587
3181,0.016679833086914012
288,0.00449822275151101
2263,4.048936605608877e-05
3132,0.0013535311802977622
1059,0.011700974923321585
2332,0.00020261343747962713
691,0.007687050609722709
1550,0.0033291010654465853
286,0.013680668317050254
205,0.0014922487133378673
1359,0.0051439055654904755
1459,0.003662255374128105
135,0.10449446446784573
7432,0.00014288839886749272
1815,0.04438668415008216
3127,0.0005295364541355983
1836,0.0034935769537366057
266,0.00040293276560195477
2311,0.00366109984256197
2308,0.004485353109428119
27,0.14914296351838413
755,0.0008858830826894081
2306,0.0013537590600137329
5679,0.010456099865317595
1790,3.491631462024025e-05
937,0.00018783213032251106
100,0.048651843498878224
53,0.0446849626016499
2298,6.322579343169139e-05
3087,0.003990314304016687
1274,0.06217134674694814
227,0.0004022500741759836
1348,8.507059620432922e-05
2295,3.536749815427064e-05
394,0.03932408413166472
3043,0.006462712572501342
2285,0.01768735087497087
1536,0.00616141022667716
883,0.0589060451233014
199,0.005299161997835819
2290,0.020965369912616945
1816,0.013054720189793716
1524,0.009949985593332619
1169,0.006654626209572806
749,0.0037275882587741818
876,0.0012249886749407923
33,0.03521285866008844
1824,0.00036519326833510694
7525,-9.299454858574317e-05
638,0.0004496264450587559
162,0.000551488621694768
886,0.0012189033213277868
2903,0.0008591343446004638
3049,0.005308705865876149
7604,-0.0014590986990200901
215,0.018201570675897324
479,0.00016250926397086115
302,0.010733907195071439
131,0.008941845536444634
859,0.00041113732039937967
437,0.01299792575987227
1398,0.10254127029856738
423,0.005106105390446381
510,0.0010521893811738605
224,0.0029509560060488344
7582,-0.000296867952146581
311,0.007727141739928056
1230,0.005318063959267166
1239,0.004486371406216058
567,0.0012079647173231544
466,0.005036914440982898
1085,0.0043212263008436495
771,0.015369860645479922
1270,0.0038350675002828917
1264,0.013554981517366631
3774,0.009944159033355063
1003,0.012893417292840832
367,0.011532525441767529
1107,0.0029079522446171574
661,0.02080674674322266
274,0.0003722106297543579
654,0.012492365008424879
910,0.0038302753319942808
1091,0.0003666046556235729
84,0.010067708258726578
531,0.000381009958738873
501,0.00011757286033501663
583,0.00040893173800170556
1702,0.008605324507292829
3356,3.514775699958458e-05
733,0.05547610053524714
356,0.007443509790696525
1678,0.008275567055175733
1010,0.002402921787113802
7596,0.0028590150662606536
781,0.010435082660457524
2017,0.0008593785014390039
2002,3.5383775276839976e-05
572,0.0005290490351413196
202,0.0010349653724154944
664,0.04980944327983244
1636,0.01953799122434292
326,0.021073756515523095
341,0.0018477271165158148
538,8.531475304286928e-05
1233,0.008280361396598787
2492,0.004814317168740136
536,0.003218647514843066
1621,0.1264361747685528
1415,0.0013554857131775665
323,0.007919047354347446
1611,0.0019255164885514115
609,0.007033510382069486
366,0.016764978199308028
848,0.035429441684824294
1602,0.002507603972040587
365,0.024518247127139688
419,0.014799441996840346
841,0.0008813976155422895
468,0.001512301407067992
193,0.017896838667679268
2103,0.0016839756026072973
2405,0.0016956199537654197
411,0.02572149382846406
807,0.00019422186036361006
1038,0.00041885600109929
265,0.00011147331179059144
2201,0.027392008683860682
361,0.001007264013339459
1737,0.0013653745626530536
1139,4.5625315972780395e-05
386,0.02480757565079173
727,0.025813213353565526
1108,0.03335028428799957
1642,0.03761935020529493
1109,0.0054966899444963465
918,0.08182788139523788
2511,0.026732576884653695
570,0.004369565453962275
716,0.014177125273283677
313,0.0019763741866392443
718,0.01072080624478272
1615,0.021515419005479885
1218,0.008845838597900984
1086,0.0016317529135886034
2485,0.0023423329902536438
7569,0.00042398786877784065
1088,0.00023887922827794548
535,0.0006286149174414854
2467,0.0015183382640914797
2468,0.0011887403736266142
2465,0.0016831372093239125
401,0.11944672962837043
772,3.236353300353409e-05
2454,0.0023423329902536438
773,0.020498906831492844
711,0.0025180640962156877
7550,0.0004132710574118756
842,4.6686205370382884e-05
153,0.0029763195012810703
2442,0.0006943435379293157
840,0.008299017076479516
2439,0.0026719308807185093
1908,0.03778814930272339
1087,4.914303059091601e-05
1909,0.0793021921393556
626,0.005166303696005663
7327,0.0004038310126704446
2024,0.009593722598757942
1634,0.007288784259503353
380,0.005200240207947852
2997,0.00036474564746445014
521,4.4008011030460084e-05
1322,0.007157780352703999
2868,0.004155121387810404
2740,3.514775699958458e-05
2709,0.0025071319354860763
603,0.0004632159749170165
191,0.01851450270250205
248,0.005646854184347535
372,0.011712843745587466
982,0.008908617293797862
1372,0.0022136540199298453
335,0.020534320680153657
1192,0.014417660510658483
893,0.0005476131679181843
59,0.08562389546895507
904,0.00071968193636625
349,0.020033994074010502
61,0.048179844400949315
826,0.022751870469977984
122,0.03297524825418581
1872,3.1166915389876996e-05
391,0.005046582029454024
1068,4.380278125310159e-05
7591,-0.00036320448024006484
82,0.015382623419548713
3307,3.366346427817846e-05
3206,0.001187256080905208
434,0.02608417385078144
597,0.026233178444289955
684,0.043656174225226885
801,0.0011974736026429188
1373,0.0001972141350664605
110,0.035637198477760375
7126,3.491173872232919e-05
1535,0.008772231540981073
528,9.966000949508448e-05
198,0.031717572083633065
3336,0.00019846240951061124
602,0.001290428829777304
2395,4.2635436845511846e-05
599,0.009089816681040199
245,0.008658572950677998
1819,0.0020127793063867403
3309,3.366346427817846e-05
310,0.01602180157500722
695,0.0002924313345175568
280,0.0011082651121657068
3009,0.0008576581904403424
2386,0.012394348606370321
484,0.0015464116531935864
2354,-1.2696728419246597e-05
1194,0.0003379303600399195
2333,0.0018452816045435476
825,0.005051223372390415
1378,0.0031688318054109033
1868,8.234616760005703e-05
1854,4.302552260930895e-05
1376,0.0007015307509241059
692,0.006720944049310637
7444,-0.00030080583919336813
1859,0.0007033131564957724
3236,0.0005280602999754769
2363,0.0004718879499886939
3231,0.004977631821251161
2320,0.0061391498409280034
706,0.00016104863085943992
2335,0.006960836399039034
141,0.05977406401283839
7531,0.0073640351752226624
46,0.06515461853788095
2360,0.00023591064283513322
979,0.019374393501776038
7568,0.00011591752921812936
1551,0.009440934361412506
1176,0.010803627068186413
2397,0.00015356989971433533
7559,0.004482383314276935
2408,0.016096658903118802
7578,0.004072823418945283
7503,0.0026828303396877204
7480,0.0013657860450232988
7479,4.739448316383652e-05
7510,0.0007072858969107414
7532,0.0006887620381806972
7522,0.010172204395012754
