dst,absolutetrust_score
1,0.13212840064224413
2,0.04180638440737433
3,0.006593145846850884
4,0.02060677006173696
5,0.029015369623960275
6,0.038225122144109835
7,0.004959126634010288
8,0.01830640193728255
9,0.0024923365902368797
10,0.04186309109441521
11,0.021762402478735163
12,0.06327478407202933
13,0.05766393521933451
14,0.03278613882808779
15,0.00742027472696081
16,0.009229043347302473
17,0.01946364541165455
18,0.5000175097776344
19,0.07679746519339531
20,0.03776923200067082
21,0.039388947029423506
22,0.04631199571770302
23,0.010723951342854036
24,0.04086948109110672
25,0.02111270310187727
26,0.041319959917915705
27,0.14730487155718017
28,0.1293256222818096
29,0.06079825069476414
30,0.07068921114687535
31,0.09540565960718282
32,0.020291065170495858
33,0.03362258483513271
34,0.1351121158794725
35,0.062481233610925585
36,0.015821447308958337
37,0.0367578235461776
38,0.021610040420676546
39,0.03430842835223403
40,0.13460845989775916
41,0.005930807246810278
42,0.011216486703616349
43,0.04878204868176545
44,0.11072854044802455
45,0.049786477651993954
46,0.06326207010671044
47,0.007960840721767925
48,0.05123741551081009
49,0.0855067539153299
50,0.037562484117563584
51,0.050612752091006546
52,0.005972853408270177
53,0.044318736510514635
54,0.04186729736968342
55,0.043710038240728395
56,0.0004962960373591444
57,0.017298638076015886
58,0.04104260249341473
59,0.08518130690818865
60,0.024421423144605624
61,0.04612897914112669
62,0.012744305183970059
63,0.04467686438412956
64,0.08220930810750607
65,0.05388887990131992
66,0.06727725144116971
67,0.0354552937055625
68,0.037562079258824335
69,0.042689119193463965
70,0.004655495544272993
71,0.04266914669280982
72,0.052391282418129875
73,0.02870646573100245
74,0.08439721926722193
75,0.018496761527073066
76,0.032785607220213266
77,0.1143520256604648
78,0.03591709900733514
79,0.04053977721179723
80,0.006591406884968715
81,0.06309922758537093
82,0.014663305477303568
83,0.05640025506099238
84,0.009392083042878955
85,0.05802377543353664
86,0.013674350430600881
87,0.021269099445420072
88,0.029521767413994038
89,0.024895339978910597
90,0.07991908796238881
91,0.015686917254725652
92,0.05304928754039161
93,0.04881961623033729
94,0.0031310745437735576
95,0.0029851250718022277
96,0.047136470473698455
97,0.032639775931843244
98,0.021582986337363982
99,0.00875699562429068
100,0.04832679767271357
101,0.05206039291189266
102,0.06952336808361027
103,0.07314822202782661
104,0.06573367422257875
105,0.04484632178424673
106,0.01369812506078796
107,0.05834844159340584
108,0.025065910076517397
109,0.02308431229046476
110,0.035265597651636095
111,0.02478414670919545
112,0.055420449141185255
113,0.025397042723001077
114,0.004466695403797029
115,0.028007722588560283
116,0.030342545579775188
117,0.034612502454342234
118,0.1654047816788128
119,0.02855604636881393
120,0.03805809626623644
121,0.0013424799083307983
122,0.03294979683695736
123,0.03213530598569652
124,0.028508862543741586
125,0.1100740528421777
126,0.02770235339673376
127,0.05551894561597399
128,0.1397445880624249
129,0.008570617498519768
130,0.06178125450428803
131,0.00873297982170958
132,0.02575042020718352
133,0.0308748026662992
134,0.020759241134902042
135,0.10412097981603766
136,0.1944081515520686
137,0.014360249454412792
138,0.054043825462431645
139,0.02108765100146033
140,0.04006002723054912
141,0.059309333099060016
142,0.017005698200928166
143,0.250577973863826
144,0.0019782319924132627
145,0.01239855448493645
146,0.001341897869704716
147,0.004449277220930673
148,0.001020743158270491
149,0.001484402476091281
150,0.0006818353003681844
151,2.324218787397897e-07
152,3.4534673256985947e-06
153,0.0023072781220998717
154,0.021918594079332984
155,0.016840052638809336
156,0.01038060049431464
157,0.000240066384087071
158,0.0026373981148208607
159,0.0084332420782756
160,3.1242795160785893e-07
161,0.0023299342065100613
162,2.3163520966333243e-06
163,0.0029673950785672953
164,0.005313869201150505
165,0.045112585124275156
166,0.0026841147881078073
167,0.015488255078923218
168,0.007296700590804968
169,0.05486193640989115
170,0.0002681099302953817
171,2.0792710686737243e-06
172,0.0323323246674643
173,5.191153895454271e-05
174,0.00017751643780970105
175,0.004643689808551485
176,0.0004954359522857155
177,1.5539807249154842e-05
178,0.002966597033435559
179,3.21563355341821e-05
180,0.005107628452392079
181,0.0006923063775863201
182,3.262336919127975e-05
183,0.0006602893388294995
184,0.00033178214336709947
185,0.012220059034126556
186,0.001812501193800554
187,0.05741150585154339
188,0.0016518166820390292
189,0.002862248337570783
190,0.0008748688356330045
191,0.018503977462536278
192,0.007908594034915811
193,0.01785856531960539
194,0.0016480184276090493
195,0.04415161729096987
196,0.00016544756967376423
197,0.0018140928279086364
198,0.0316325492932664
199,0.004984127491189932
200,0.006098533655003056
201,0.0026578689956516803
202,0.0006603507225494692
203,0.00889785534989291
204,3.1090307164409262e-06
205,0.0014953654231438082
206,0.0021805819695591986
207,0.0013866732988544724
208,0.005766920572692107
209,0.0005641848636792467
210,0.06227428411134958
211,0.004520778457175944
212,0.005186451174239499
213,0.002965467943173517
214,0.0018130572498699805
215,0.018122883390107983
216,0.008282864815868183
217,0.018318826122518582
218,3.870288637163736e-08
219,0.0012084718718106706
220,0.00016495465726682368
221,0.0014832475289724121
222,0.019471628391779804
223,0.03908891006553996
224,0.0021428926992881746
225,0.0406934114278722
226,0.000989825380606494
227,0.00034884102937573683
228,0.002143614319502854
229,0.00321888466399262
230,6.727578326996489e-07
231,0.0007562032814302333
232,0.003958360616034509
233,0.038715878758349156
234,0.006590742926927538
235,0.04349367809030447
236,0.03035775701999766
237,0.020153364738914888
238,0.016687728726079345
239,0.013180211106825263
240,0.0004947441272058966
241,0.008276698198103727
242,0.005416501847010887
243,0.00510732439713023
244,0.0027108110553613605
245,0.008789052108362817
246,0.0011549189266964579
247,0.000738584095058838
248,0.005528868896275188
249,0.019468447612583678
250,0.006313559047366818
251,0.004947288395674528
252,0.0031305500459719777
253,2.165052551277451e-06
254,0.012851222186457126
255,0.0028041803522523877
256,0.00016904776715583563
257,0.007910047650693372
258,1.4220977911040913e-06
259,1.9936271223673156e-06
260,0.00033068891110427654
261,0.007413539121356564
262,0.0004963256506927195
263,0.00033045945291072104
264,0.001359098595274599
265,0.0001874863830426157
266,0.0005778490476272784
267,0.002637748104296693
268,0.0004942339372341898
269,0.008933383035484016
270,0.0073321087641372105
271,0.00015687159912599843
272,0.0001944051810092953
273,0.002307106886707512
274,0.0003309982317624767
275,2.9409260125682265e-08
276,0.0008239815808241828
277,0.011951294383086637
278,1.6408345405476868e-06
279,0.008732774580831732
280,0.0011548326855759332
281,0.007281817974329396
282,0.032948957522633326
283,0.012192264841915998
284,0.0005695717047855056
285,0.00230676932656415
286,0.013809040763814616
287,0.009571918066023954
