dst,absolutetrust_hybrid_score
410,0.024073615020741977
2991,0.024065919132270484
4046,0.023931623931623926
5216,0.02387047953916937
1629,0.023801008327032115
1436,0.02380077981360432
2234,0.023800161706267184
2025,0.023800142424607602
1572,0.02366863905325443
88,0.02355370077502133
719,0.02340565418973458
5934,0.023405654174884938
4041,0.02327425919364799
1906,0.023274169375459446
5,0.023149774495543316
4978,0.023146434755830173
2644,0.02314337018544042
1403,0.023011337155099218
976,0.023011187789499118
5951,0.02287971389430969
1171,0.02287968442652804
119,0.022755230994917164
432,0.022754443562544323
913,0.022748285077944224
3284,0.022748191978961205
5953,0.022748191978961205
2713,0.02261671365468691
2037,0.0224853186623287
1540,0.022485207100591712
115,0.022354598960039506
640,0.02235403739017925
724,0.022353778485817908
1911,0.02222233338958872
5070,0.022161077829771083
445,0.022091096840823235
1747,0.022090900773128155
2201,0.021963808381852853
4354,0.021960228719066766
2226,0.021959246123424387
2230,0.02182823267849334
4039,0.02182784236261577
2435,0.021827750296374043
1460,0.021827744904667976
1738,0.021696603899116533
1185,0.021565941338460737
436,0.021565035452006533
5831,0.021564954796981072
1748,0.02156483545333677
1520,0.021438811653432623
1028,0.021433365238276863
2511,0.021433267587113735
1558,0.021433267587113735
4544,0.021433267587113735
4047,0.0213028760672295
451,0.021301836843782507
2032,0.021301824360447717
1167,0.021301780054270757
1035,0.02130177514792899
730,0.02130177514792899
409,0.021170401246407764
2049,0.021170366968276354
360,0.021170321501019544
644,0.02103891844989388
652,0.021038880602695393
994,0.02103884216656973
2501,0.021038812962069598
2703,0.020977645877104937
5227,0.020907500760956967
547,0.02090740978393015
1036,0.020907308454893254
5277,0.02090729783037475
2046,0.020779542082692982
434,0.020775869323129477
597,0.020775806334042624
5206,0.020775805391190002
1412,0.020647498340428443
4558,0.020647033549443833
2030,0.02064601483256026
2371,0.020645033280018148
340,0.020644770966129766
727,0.020644362035046902
307,0.0206443380233482
1016,0.020644314442062845
4451,0.02054436210093109
132,0.020513927669432355
411,0.020513848285986222
5829,0.02051349189376489
1718,0.020513015647192056
1407,0.020512854138117997
2640,0.0205128374375223
5423,0.02051282781216562
297,0.020512823421825126
1309,0.020512822010813576
2303,0.02040049030384063
779,0.020383362481320524
685,0.02038190096139654
4342,0.020381382022059892
1406,0.020381366139114582
2867,0.02025122025662506
113,0.020250048944958625
2638,0.02024993288287824
2040,0.020249925814124936
2035,0.02024989675063987
548,0.020249892628746456
2047,0.020118439169256264
4278,0.020118430400623836
1258,0.02011841113337839
2248,0.02011834319526627
108,0.01998694243498085
375,0.01998692902867258
649,0.019986856876845926
1254,0.01998685137332954
420,0.01998685075608152
3398,0.01998685075608152
1314,0.01998685075608152
89,0.019856166850895834
4165,0.019855737199998256
386,0.019855716247515694
2561,0.019855588864100625
2151,0.01985537635382367
5386,0.019855358316896776
111,0.01972825309921007
3875,0.019725159266495217
407,0.019723865877712028
2558,0.019593073628982036
2318,0.019592638274529072
4089,0.019592478253141858
345,0.0195923873346884
2232,0.019592376866076112
5208,0.019464646458657264
60,0.019461690232285063
3276,0.019461259882444015
1814,0.01946095657583332
365,0.019460905338385705
5209,0.019460880999342536
3189,0.019355228445920435
996,0.019329999259492185
720,0.019329521018873055
1472,0.01932938905797199
646,0.01932938905172477
3960,0.019268244167703227
414,0.019197965105668787
765,0.019089291956847856
2034,0.019068821477854766
1272,0.019067277290664694
2649,0.019066557381033036
4313,0.019066462819529728
1783,0.01906640368178829
2008,0.01906640368178829
3684,0.018935290125705027
2033,0.0189350723381601
852,0.018935013318244157
4565,0.018935010592897896
2497,0.018934961903502585
3979,0.018934911242603547
2705,0.018873766850148986
5636,0.018810216605725395
552,0.01880403869908971
3585,0.018803689579007216
3514,0.0188036166860786
4010,0.018803508260848104
629,0.018803507883007456
1483,0.01880342973558722
4976,0.0188034188034188
5412,0.0188034188034188
1301,0.01867999705310563
693,0.018671941010804015
2635,0.018552645443995264
1618,0.018545809254626174
2710,0.018541285705985535
1849,0.018540888606375025
2043,0.018540507214423015
3520,0.01854048258303108
2654,0.01840948249666598
109,0.0184089711130582
1033,0.018408970553773902
909,0.01840894297592215
350,0.018279183628163925
680,0.018277683286074486
3277,0.018277667239882056
2639,0.018277577730384607
2896,0.018277515496495006
954,0.01827745248163255
2647,0.018152901608032002
4118,0.018147261606126865
2197,0.01814597464442196
826,0.018145958203117894
565,0.018145957444329907
534,0.018020556949951697
2424,0.018014598636503905
2373,0.01801458148889982
4423,0.018014541004766942
400,0.018014532875257082
4187,0.018014525246546592
357,0.018014512975461826
1259,0.018014507970304995
315,0.018014464168310318
1498,0.018014464168310318
2630,0.01788883768281996
1439,0.01788299599057032
1532,0.01788297172912557
4062,0.01775326244368228
3173,0.01775158108962838
3510,0.01775150874994915
4955,0.017751479289940822
4051,0.017621770004497536
792,0.017620140610764973
4081,0.017619986850756077
1509,0.017619986850756077
1503,0.017619986850756077
4862,0.017488885337978644
2479,0.017488648110816074
2651,0.017488591659998557
154,0.017488502090807892
745,0.017488500762011232
5544,0.017427350019116772
4109,0.017427350019116772
1533,0.017368465038536885
450,0.01735716122457093
417,0.0173571375701314
318,0.017357022522293913
405,0.017226760781606985
1615,0.017226284971248045
2678,0.017225784866316242
1512,0.01722577527156972
2478,0.017225680523292524
2160,0.017225666748123165
4096,0.01722552757012873
1434,0.017225520465370257
1424,0.017225519878775016
1206,0.017225509672549582
3280,0.017192298004366814
2229,0.017094435151087335
3282,0.01709422827173653
1763,0.017094144666844155
1898,0.017094023021758577
4341,0.017094017094017092
4714,0.01703287270156253
2735,0.01703287270156253
5359,0.017032872701561955
1174,0.016962668151709433
3703,0.01696265378477325
87,0.01696260030851594
2027,0.016962590057432024
2446,0.016962535587000765
331,0.016962528189960406
442,0.01685203302082384
139,0.016836351963261272
1324,0.016831238675257102
326,0.016831080842206768
2290,0.016831050240332737
376,0.016831032215647596
25,0.016831032215647596
2736,0.016769887823193035
4573,0.01670294732427268
3901,0.01670181194055664
4183,0.01670132293020431
370,0.01670027373364291
1885,0.016699960407903294
625,0.016699880923141633
3352,0.01669968326861843
746,0.01669959931392972
3659,0.0166995828630389
1655,0.016699561764581403
3859,0.01669953977646285
1428,0.01669953977646285
134,0.0165703849390155
5308,0.01656994915136632
3523,0.016568426220379583
3718,0.016568376905614475
972,0.016568246254146393
2042,0.016568089953106893
661,0.01656806408427867
3457,0.016568047337278104
5072,0.016506902944826967
2922,0.016506902944823543
773,0.01644719982534001
4,0.01643748642063666
1899,0.016437391663405004
2980,0.0164367085973381
4177,0.0164366583397541
564,0.016436608825378528
403,0.016436584350806954
335,0.016436554898093356
5730,0.0163754105056501
4741,0.016375410505638795
620,0.016313602450173565
2067,0.016305693194832268
2641,0.01630523292255701
2893,0.016305097943206066
1813,0.016305096682184595
794,0.016305080281462152
5957,0.01630507470131558
683,0.016305062950475593
1083,0.016305062459074253
4788,0.016198574328883157
2861,0.016180207284305317
32,0.016178170681156432
917,0.016173616737851507
2757,0.016173605030008194
952,0.01617357197189718
4742,0.016112425627269302
819,0.016112425627269302
4325,0.01604240162295488
1933,0.016042159175262104
1658,0.016042156263619746
1346,0.016042102308439075
237,0.016042095617466008
1580,0.01604208924031853
349,0.016042088843806458
916,0.016042078720230578
955,0.01604207846544087
5140,0.016042077580539115
5069,0.01598093318808798
1316,0.015922947312036695
2821,0.01591118645737883
4974,0.015910813736933774
1446,0.015910756131445054
296,0.01591063376791354
2563,0.015910618403082433
1037,0.01591060825579869
1433,0.015910585275031055
5068,0.015849440748903234
4867,0.015780342500202087
851,0.01577915974999655
787,0.01577912739881002
5067,0.015717948309718486
4395,0.01571794830971506
342,0.015650129569737856
1636,0.01564814211995121
828,0.015647718060134402
2146,0.015647704597749182
721,0.01564769787319621
3092,0.015647632322326445
3966,0.015647612518468988
1514,0.015647600272231506
5273,0.015647600262984875
4357,0.015647600262984875
5729,0.015586455870553163
4396,0.015586455870530315
5129,0.015586455870530315
695,0.015586455870520287
3830,0.015526190721785519
17,0.01551830702061663
222,0.015517757789436258
4411,0.01551699150318554
249,0.015516297670395121
2061,0.015516205072227356
782,0.015516177107362084
1021,0.015516174295223749
1008,0.015516139332344093
5032,0.015516120441933118
979,0.015516109458023833
5732,0.015454963431356872
5071,0.015454963431348992
3912,0.015454963431345567
3484,0.015454963431345567
3069,0.015387418146077194
2110,0.015385387341535139
3783,0.01538478457989913
4186,0.015384679818210754
2288,0.015384617316389917
1004,0.015384617018839086
5731,0.015323470992172126
2919,0.015323470992160821
3911,0.015323470992160821
5096,0.015323470992160821
5086,0.015323470992160821
3762,0.015323470992160821
3763,0.015323470992160821
5080,0.015323470992160821
5471,0.015323470992160821
5390,0.015323470992150793
5360,0.015323470992150793
3120,0.015257889060198414
2147,0.015253650935522152
3687,0.015253501828532117
3864,0.015253222182266898
2865,0.01513762576686391
4115,0.015136060707478282
4757,0.015121901187054958
5205,0.01512163050624589
2045,0.015008156050214109
545,0.014991611607828092
3852,0.014991607733953435
3321,0.014991425171436227
1027,0.014990167134970485
4967,0.014990145124601506
1646,0.01499013806706114
2051,0.01499013806706114
4422,0.014859670545576376
3841,0.014859464534243253
4098,0.014859457832141652
1463,0.014858697414130055
5941,0.014858657870283365
1152,0.014858650534218159
1902,0.014738758299570739
75,0.014730521751923372
942,0.014728087759911797
927,0.014727344186594066
712,0.014727276247360031
3462,0.014727263382011316
191,0.014727214915940506
2084,0.014727155541435603
3501,0.014598221914174866
989,0.0145962714488413
2195,0.01459586231658634
217,0.014595686610149209
2688,0.014466261211038953
215,0.014464929766865985
4687,0.014464840547824846
378,0.014464547064424379
2565,0.014464454614420667
2800,0.014464331988164002
3533,0.014464321023044999
1546,0.01446428546500766
2255,0.014464256923108187
2217,0.014464248194215237
1665,0.014464201311982151
428,0.014464181849468441
1305,0.014464179242490572
2634,0.014464168310322153
5719,0.0143810936758807
330,0.014336746706757799
5947,0.014333791536251307
1507,0.014333283439077969
303,0.014332817031211677
1581,0.014332686803305825
669,0.014332675871137407
2631,0.014266046667314925
516,0.014205912701338839
1368,0.014203272502587344
702,0.014202519142990816
1896,0.014201521751686298
4964,0.014201271737285625
5813,0.014201261113565079
193,0.014201242341342275
2984,0.01420124094440172
2285,0.014201222261721507
2060,0.01420118343195266
4950,0.01420118343195266
3881,0.014071474146509375
2064,0.014069721205094232
5969,0.014069709781991917
3836,0.014069701924936333
1435,0.014069691538990941
4338,0.014069690992767914
3431,0.014069690992767914
5980,0.014069690992767914
4163,0.013940350530305961
3306,0.013938577436684647
1025,0.013938334430887857
5098,0.01393831122677574
2690,0.013938270484568202
1622,0.013938242355577841
3143,0.013938239954782472
1979,0.013938233336058503
57,0.013808086998723096
647,0.013807697149744159
4963,0.01380692515639946
1530,0.013806877104489107
2183,0.013806717046566839
8,0.013696214480389919
4327,0.01367590004092484
3683,0.01367556305847142
925,0.013675298567397635
1647,0.013675253102442044
788,0.013675237910378505
553,0.013675226385680249
1641,0.013675217525685936
554,0.013675217239936187
1501,0.013675213675213673
998,0.013675213675213673
1475,0.013675213675213673
3880,0.013571334312857895
2284,0.013553808100919192
142,0.013547391102514903
1656,0.01354545070159968
606,0.013543952118442915
2249,0.013543852563357725
1904,0.013543832797765911
846,0.013543778524525228
4617,0.013543758232061155
1005,0.013543721617208529
2036,0.013543721236028924
5264,0.013543721236028924
4769,0.013414963834620217
366,0.013412710058592571
3181,0.013412607679945659
2057,0.01341235048328751
624,0.013412337319969029
155,0.013412330828930025
300,0.013412263752743734
704,0.013412246833771072
2381,0.013412232187699893
991,0.013412228796844177
1393,0.013412228796844177
3863,0.013284702236139733
1714,0.013282467883129529
4078,0.013281874715355656
238,0.01328142478444916
2275,0.013280836392944272
873,0.013280756572658788
1013,0.01328073760362196
983,0.013280736357880936
3071,0.013280736357659431
2517,0.013280736357659431
5056,0.013151026599829682
1011,0.013149296320123575
2750,0.013149258175815982
2899,0.013149254850643104
4090,0.013149248101882907
5393,0.013149247345711783
1914,0.013149243918474685
1128,0.013021130104466701
3986,0.013020945359832269
384,0.013019728016589127
2487,0.013017900714154729
2408,0.013017893121528576
4368,0.013017856364681895
1219,0.01301779420152695
4984,0.013017785007354265
682,0.013017751479289939
3403,0.013017751479289939
5933,0.013017751479289939
5262,0.013017751479289939
4053,0.012887198674751334
3891,0.012886637923206672
3857,0.01288660906372405
3601,0.012886412739349935
2461,0.012886357714114066
3114,0.01288629452440265
4577,0.012886273063527137
2111,0.012886263366907182
1031,0.012886259040864233
2744,0.01288625904010519
3454,0.012755856928595927
3860,0.012754964483580244
2328,0.012754921715736252
678,0.012754831352495001
802,0.012754830580214729
4619,0.012754800158913181
310,0.01275478391860626
2241,0.012754781723262491
969,0.012754768399287533
5514,0.012754766600920444
4947,0.012754766600920444
971,0.012754766600920444
5869,0.01262452909740736
36,0.01262414330828026
5104,0.012623411363209554
404,0.012623405564372359
508,0.0126233492823784
1715,0.012623336863557285
1200,0.012623314015447975
1032,0.012623303229645043
4049,0.012623300745753038
1626,0.012623291982453438
5317,0.012623288210879276
2222,0.012623274406202933
2198,0.012623274161735698
4952,0.012623274161735698
4572,0.012494500172919485
3503,0.01249200781799744
3104,0.012491985299527353
389,0.012491913314836699
4329,0.012491886607942907
3500,0.01249186614333266
4806,0.012491846081048943
5344,0.01249178172255095
4076,0.012366161929052513
1408,0.01236051502032997
167,0.012360506376291177
656,0.012360363245782043
771,0.012360289283366204
5675,0.012360289283366204
5974,0.012230340054992215
3479,0.012228994726841257
847,0.012228935022619321
4837,0.012228871448693645
653,0.012228850013576325
4596,0.012228847505998772
1009,0.012228846918168541
1263,0.012228844966137077
1519,0.012228840714822999
1225,0.012228832435186089
769,0.01222881093717575
1640,0.012228807776349876
5382,0.012228796844181457
4798,0.012228796844181457
3906,0.012228796844181457
4069,0.012228796844181457
3924,0.012102037946372188
2871,0.012100112226385051
5253,0.012099206219084925
3044,0.012097408147810577
5965,0.012097394055849461
845,0.012097356005539872
5956,0.012097351874094116
632,0.01209734571542866
1186,0.012097307044467981
5066,0.012019061965169811
3923,0.011970347398614528
2538,0.011966626583891443
2693,0.011966421251954438
2054,0.011965911745334014
3272,0.011965879326381818
3666,0.011965823068499587
3285,0.011834852698102659
2537,0.011834380129987495
2992,0.011834355492119733
1510,0.011834353757872089
2686,0.011834349841370977
3507,0.011834330458795634
981,0.011834321255345706
2577,0.011834319526627215
3939,0.011834319526627215
2176,0.011707003102389911
4202,0.011704713633215614
4067,0.011702838019610888
1106,0.011702828725606768
3951,0.011702827087442469
1238,0.011702827087442469
4124,0.011579268357652784
3867,0.011573117801999183
2873,0.011572788236930979
4521,0.011572032229056685
5309,0.011572017828828926
5286,0.011571873454920776
2031,0.011571862638349239
1192,0.011571486056646534
1431,0.011571413331338353
3985,0.011571386531403983
1002,0.011571353157361991
419,0.011571344352226011
1441,0.011571340263445595
1518,0.011571334648257723
2432,0.011571334648257723
3527,0.011467403870922991
5968,0.011443178727995901
3922,0.011441770913066213
3897,0.01144074216801666
137,0.011440650743072036
5275,0.011440534131575754
3062,0.011439969439185736
3182,0.011439960852664105
3882,0.011439919890685395
920,0.011439867676227417
3459,0.011439862367500471
1649,0.011439842209072976
6003,0.011439842209072976
874,0.011318390041887868
1069,0.011308801846987683
1277,0.01130849588228261
1740,0.011308489788657105
5267,0.01130847234091823
818,0.011308383837368754
898,0.011308365888987865
932,0.011308350683696603
2985,0.01130834976988823
3936,0.01130834976988823
5232,0.01130834976988823
3115,0.011275138241053204
4956,0.011185096183219468
5224,0.011179525616878497
4167,0.011178061367879187
1430,0.011176901682957473
5837,0.011176857492844562
2548,0.011176857330703482
4805,0.011050669481225914
3273,0.011050003071680622
862,0.01104770934771324
4791,0.011047493843511523
3723,0.011047249127858566
732,0.011046361130786105
4339,0.01104626708115736
3112,0.011045743774620215
5255,0.011045670279545049
3887,0.011045603371548734
1443,0.011045565822254109
4417,0.011045439134137301
3255,0.011045414910416121
2729,0.011045400375816193
1379,0.011045374672118186
5260,0.011045370121618011
716,0.011045366091121143
2514,0.011045364895870578
5063,0.011045364891518734
422,0.011045364891518734
2707,0.011045364891518734
2961,0.010915671799477363
1204,0.01091557534779993
4252,0.010915566726667724
86,0.010915415663144745
5630,0.010915282439067696
3172,0.010914181847496957
1741,0.010914145438755114
106,0.010914126299372046
4574,0.010913984984364852
2168,0.01091392297347207
1264,0.010913908043338619
1248,0.01091389960595132
286,0.010913896276538465
2471,0.010913876097184756
2245,0.010913872452333988
4567,0.010913872452333988
2056,0.010782661826356298
5103,0.010782641249298723
1402,0.010782483016918375
770,0.010782434761432608
441,0.010782432240808073
1147,0.010782406261624602
377,0.010782401505554547
2549,0.010657109666513209
4760,0.010654138674750737
4761,0.01065187443297111
5680,0.010651576890789414
4363,0.010651289466661926
2251,0.010651044787945731
1318,0.010650981038123094
784,0.010650968011772085
1494,0.010650966257045126
1835,0.01065096300100278
3580,0.010650946560222549
957,0.01065091664187384
2495,0.010650911420170408
1455,0.010650890905938737
4876,0.010650887573964495
4688,0.010650887573964495
5278,0.010547961563684526
2827,0.01052219789624156
4703,0.010522059658319016
4553,0.010520259785107955
239,0.01051974714247006
1816,0.010519641852265022
2866,0.01051955827672991
2189,0.010519515249113086
2180,0.010519502898827212
2440,0.010519492383206977
1299,0.010519483454894724
1761,0.010519470561818034
2116,0.010519445655917831
5241,0.01051940737718672
2088,0.010519402072747562
4070,0.010519395134779749
694,0.010519395134779749
3946,0.010519395134779749
3560,0.010519395134779749
3054,0.01038883583114859
3878,0.010388514796998921
1893,0.010388396590211374
4017,0.0103880083144682
5499,0.010387942917664868
437,0.010387937048181025
1003,0.01038792120469927
1897,0.01038791362776342
5131,0.01038791362776342
1250,0.010387903559650228
2316,0.010259110871394741
4698,0.010257357302651121
4164,0.010257061959444033
4259,0.010256871456940781
2254,0.010256596949793088
2220,0.010256563955654998
4042,0.010256517128387129
254,0.010256484615570752
5967,0.010256447269958483
768,0.010256426506533507
3234,0.010256411736875762
2655,0.010256410256410253
2153,0.010256410256410253
1246,0.010256410256410253
62,0.010125058337341833
2231,0.010124997808347053
3835,0.010124928749393925
2960,0.010124925847624512
2708,0.010124917817225507
1554,0.010124917817225507
2633,0.010124917817225507
2224,0.009999314782674063
5064,0.009998236736873126
654,0.009995148065865454
5259,0.009994736968455575
2646,0.009994247307009664
2810,0.009993823373118724
3275,0.009993502364496198
439,0.009993477931265489
1479,0.009993476789167564
3155,0.009993468803101438
2648,0.009993457261075553
1614,0.00999343280571986
2386,0.00999342951414045
5414,0.009993429028810402
2863,0.00999342537804076
5117,0.00999342537804076
145,0.00988293374403226
579,0.009867916161123985
4030,0.00986584205919791
3999,0.009862484347469464
3599,0.009862146113412998
1262,0.009861981427282108
2152,0.00986196960394139
3593,0.00986196181929935
2029,0.009861943871024433
3118,0.009861932938856014
4231,0.009731370936710894
185,0.00973074037075633
283,0.009730738303576585
618,0.009730578133534692
3278,0.009730530713775798
1806,0.00973052812414952
1182,0.009730495787769406
1265,0.0097304676532886
2157,0.009730440545843846
1589,0.009730440499671268
2718,0.009636700614756641
659,0.009599190745648972
