dst,absolutetrust_score
669,0.0
670,5.375956252222197e-06
671,2.4261211656983403e-07
672,1.2764486536821834e-06
673,1.195824324714756e-07
674,7.501758634253369e-06
675,3.9287230416840676e-07
676,1.139960696872372e-06
677,0.0007020581936701506
678,4.307069039525525e-06
679,2.598456991874701e-07
680,1.612569645225311e-05
681,9.72215920358898e-06
682,0.0
683,1.946444150988213e-07
684,5.434695803383171e-07
685,4.452472647118931e-05
686,4.320128023050922e-06
687,4.978077668189367e-05
688,5.89147834706765e-07
689,1.7517485249921544e-06
690,2.4261211656983403e-07
691,1.9207691377216637e-06
692,0.0
693,1.4309975151053962e-06
694,0.0
695,1.0000000000000002
696,1.0000000000000002
697,5.81971125231722e-06
698,1.795286280441465e-05
699,0.0007560307927578329
700,1.498085225840721e-05
701,7.125635382664431e-06
702,8.676754295148151e-05
703,1.7972726054778466e-06
704,1.7697724326230954e-06
705,0.0003333573208960005
706,1.4731543001976422e-06
707,4.0772490157386795e-08
708,6.134762563839738e-05
709,6.504605069712471e-06
710,0.00012684664752209178
711,7.627895178622848e-06
712,7.491398363919476e-06
713,0.0
714,1.00144249069799e-05
715,8.815529116879884e-09
716,2.7961673553781137e-07
717,5.316629463006215e-07
718,3.6381857956065685e-05
719,8.916898034854312e-08
720,1.21523316835207e-05
721,8.213573082104216e-06
722,0.00014963516444206084
723,1.654977602661865e-05
724,9.286714462956988e-06
725,4.7233661974800286e-05
726,2.4798331983861868e-06
727,8.917752680422285e-06
728,1.1667110925920612e-06
729,4.531124179841559e-05
730,0.0
731,7.627895178622848e-06
732,6.087094721332026e-05
733,2.416001365345246e-06
734,1.5235951465561126e-05
735,5.897055886907205e-06
736,1.773722294872138e-05
737,3.0837643868484325e-07
738,1.2222121334947412e-05
739,1.3713622684183314e-06
740,4.708085891267753e-07
741,0.0007472676300336992
742,9.719055738325822e-05
743,4.6800868522293075e-06
744,0.0005046987590172912
745,8.658435830778002e-07
746,4.181451889202797e-06
747,5.376660692979492e-06
748,2.8762210798877113e-06
749,5.376660692979492e-06
750,0.0
751,0.000747235107245616
752,1.3541053104331132e-06
753,1.6320093701717227e-06
754,5.316629463006215e-07
755,0.00029862180939481517
756,0.0
757,6.862686885962065e-06
758,9.488663463237557e-06
759,1.7697724326230954e-06
760,7.835405346931642e-06
761,1.946444150988213e-07
762,1.6196705438193088e-07
763,4.627396729422547e-06
764,3.2640274617304346e-06
765,0.0014911125335193628
766,2.831908989924224e-06
767,1.226694639680475e-05
768,1.086929949814156e-06
769,8.874537407549212e-07
770,4.332964737912734e-06
771,0.0
772,1.2297871224198725e-06
773,0.0007117428992795322
774,1.2297871224198725e-06
775,3.161416811654529e-05
776,9.19210770905364e-07
777,1.4839651634911617e-05
778,2.769055197711808e-06
779,0.0001366418437443546
780,2.853810474339804e-06
781,5.55373435511585e-06
782,6.272902511128877e-06
783,1.2116161480927638e-05
784,5.4561276208708185e-06
785,1.7697724326230954e-06
786,0.00013469710079957485
787,2.30053091411209e-06
788,1.6133065700498377e-06
789,7.069424994952405e-06
790,2.2455025275414212e-05
791,0.0003158387678099377
792,1.2019799496497725e-05
793,2.0065524231790732e-06
794,1.7444110239022405e-06
795,7.882842995175688e-06
796,1.0636664418155268e-05
797,7.539988211744418e-07
798,6.6648634297806354e-06
799,7.114991011126222e-07
800,7.539988211744418e-07
801,3.1207676682628312e-06
802,5.255558349319711e-06
803,4.627396729422547e-06
804,9.91250395756263e-06
805,4.2010841690011706e-06
806,0.0
807,1.7697724326230954e-06
808,1.2297871224198725e-06
809,5.376660692979492e-06
810,9.650061948187525e-06
811,3.894392074192997e-05
812,6.367965392683094e-06
813,1.2116161480927638e-05
814,3.904531105868468e-07
815,2.5327272865164233e-06
816,1.946444150988213e-07
817,6.192333540906363e-07
818,6.213468253696595e-06
819,1.0000000000000002
820,3.7030301411543386e-06
821,4.181451889202797e-06
822,0.0
823,9.913246851802898e-05
824,2.9103096191803174e-06
825,1.7697724326230954e-06
826,5.899638201574208e-07
827,9.557985911701471e-06
828,7.775875939109236e-06
829,0.0
830,3.419963382206493e-07
831,0.0
832,2.8303158741217243e-05
833,2.8114599410629688e-05
834,0.0
835,1.0807223539074575e-05
836,5.6553154190242895e-06
837,1.8576781795885876e-07
838,3.4885815365637753e-06
839,1.992248297025079e-05
840,0.0
841,0.0004615872085843807
842,2.3317996197693925e-06
843,9.648925025472421e-07
844,1.194640731299927e-06
845,3.596306066948503e-06
846,6.038203804743789e-06
847,1.0005413871698685e-05
848,2.182107777720188e-06
849,5.466959761653028e-07
850,1.0434217835345286e-06
851,6.123354342615323e-06
852,6.922917743158994e-06
853,0.00026990681104689543
854,2.0959641894024694e-07
855,4.181451889202797e-06
856,1.2097121156046172e-05
857,1.4248146390677401e-06
858,0.0
859,0.00010917862552115197
860,8.825319480938562e-07
861,0.0003524382167557163
862,0.0001538700482911056
863,7.764180575155247e-06
864,7.639852448114502e-07
865,4.181451889202797e-06
866,1.1804556731005278e-05
867,2.1828983344485675e-06
868,2.182107777720188e-06
869,1.7137308801095655e-05
870,3.020094294916523e-05
871,1.4531610639343022e-07
872,6.584577781053225e-06
873,3.903178039081961e-06
874,0.0006473668159378179
875,1.7701670071068207e-06
876,1.3447105790175565e-05
877,1.2228902727445966e-05
878,4.637598620460659e-06
879,7.243757704459398e-07
880,1.1619920309080089e-06
881,4.637598620460659e-06
882,0.00012603047055560242
883,1.0000000000000002
884,1.3353480755361643e-05
885,0.0068787712174146415
886,1.2397212224612934e-06
887,0.0014911125335193628
888,5.153847765989668e-07
889,0.01934193503155475
890,0.0
891,5.708838939287038e-06
892,0.00021333898420453694
893,1.043776770689187e-06
894,9.39162807699841e-05
895,0.0
896,0.0
897,2.803036562061384e-05
898,1.3571108970784057e-06
899,1.911827606640366e-06
900,3.065066646998592e-05
901,6.172543757909282e-07
902,2.889056327028188e-05
903,0.00034528622991148144
904,5.609377940487181e-06
905,0.0005245666220267072
906,3.241077594558829e-06
907,1.274188868216983e-06
908,2.8884532436331494e-06
909,3.9400257291771474e-07
910,0.0007498042499619078
911,6.463756752062671e-07
912,1.8222544402424685e-06
913,9.536893755138759e-06
914,2.0959641894024694e-07
915,8.430433215828624e-07
916,4.574645847914967e-07
917,3.086637337914011e-06
918,1.0636664418155268e-05
919,3.9400257291771474e-07
920,2.5714141067261463e-06
921,7.275061482129333e-06
922,4.139387568866831e-06
923,1.2253711944711529e-05
924,2.1418281878844526e-05
925,9.612215767839836e-06
926,4.751373417678537e-07
927,2.7708463677804444e-05
928,5.804079118767971e-07
929,4.661493501445388e-06
930,5.153847765989668e-07
931,1.0393601380331901e-06
932,2.2600093799925133e-07
933,1.1656076179995585e-06
934,1.1737772886928874e-06
935,5.452303851025803e-06
936,0.0
937,1.385226196806792e-05
938,1.164664315939767e-06
939,7.089065036374511e-07
940,2.1869802989809267e-07
941,6.543079129894391e-06
942,6.091959931072016e-05
943,0.00018582335824701522
944,2.169578571628312e-05
945,5.149457630392458e-06
946,0.0010037828393775299
947,4.175380995386431e-07
948,1.5516552963000385e-06
949,0.0
950,1.519752867717582e-06
951,2.4679046247775556e-05
952,4.141085912671118e-07
953,5.142377096224186e-07
954,4.90638459234798e-07
955,2.707720555006457e-07
956,2.182107777720188e-06
957,2.0012080589918995e-06
958,1.7292816502614403e-07
959,8.835163774159468e-05
960,1.185950179463371e-06
961,9.478613406605444e-06
962,6.028473415162212e-06
963,2.0334885161086302e-06
964,4.637598620460659e-06
965,0.0
966,2.169578571628312e-05
967,1.976323719248788e-05
968,2.6702930615784147e-07
969,4.175380995386431e-07
970,7.097650254921382e-06
971,0.0
972,1.3093016647707064e-05
973,4.835952687117605e-06
974,3.915746415002815e-06
975,2.293373961933209e-07
976,5.6553154190242895e-06
977,1.3292894123621777e-05
978,3.3289801860326588e-06
979,4.382616467568246e-07
980,8.115657281070284e-06
981,2.9314294512756775e-07
982,7.100791421576803e-08
983,2.4461334684186863e-08
984,4.263029431914664e-06
985,8.825319480938562e-07
986,1.8746374955669359e-06
987,7.297809100425938e-07
988,5.4903651953427e-07
989,3.925562579076016e-05
990,3.915746415002815e-06
991,0.0
992,3.9400257291771474e-07
993,5.116068826055307e-09
994,5.0976299697936714e-06
995,3.2741238165447456e-07
996,3.925562579076016e-05
997,2.597454503887508e-06
998,0.0
999,4.990126064333674e-07
1000,8.419740330021896e-08
1001,5.643798863693183e-06
1002,6.511465025203331e-07
1003,6.511465025203331e-07
1004,4.382616467568246e-07
1005,1.0064446242336712e-07
1006,5.173605564867243e-06
1007,9.650061948187525e-06
1008,2.097500821799369e-06
1009,4.3262805319932065e-06
1010,1.4295881106560842e-05
1011,5.006774338787831e-06
1012,8.419740330021896e-08
1013,2.2565626428052317e-07
1014,7.396399645022876e-07
1015,3.962364666407862e-07
1016,3.9400257291771474e-07
1017,3.9400257291771474e-07
1018,7.19488944776478e-05
1019,1.2423227802729922e-06
1020,4.811512994118475e-06
1021,4.377079443344864e-06
1022,4.74318070453928e-07
1023,1.164664315939767e-06
1024,1.1735413298535765e-06
1025,9.11739509357547e-06
1026,1.6663383195366716e-06
1027,2.182107777720188e-06
1028,0.00010183980723241265
1029,2.370889596865715e-06
1030,4.049061824827802e-06
1031,1.613524201191804e-08
1032,2.182107777720188e-06
1033,2.182107777720188e-06
1034,0.00021353414086890455
1035,0.0
1036,8.43305545738169e-07
1037,1.4439206906102211e-06
1038,0.0
1039,5.8221813220135035e-08
1040,4.8890296658884635e-06
1041,0.0
1042,5.580031579524914e-07
1043,1.400127745841749e-05
1044,0.0001393852136201982
1045,2.797438705269013e-07
1046,4.807552167265074e-06
1047,2.182107777720188e-06
1048,3.249851449668294e-07
1049,1.261389402854866e-05
1050,7.734382545814788e-07
1051,6.408422192171013e-06
1052,0.00022762519092882604
1053,0.00010513782911978515
1054,1.831663049550783e-07
1055,3.099392745721069e-07
1056,1.574258791388895e-07
1057,6.664786581306235e-07
1058,7.069424994952405e-06
1059,3.099392745721069e-07
1060,5.405811927618444e-06
1061,1.2768522193193066e-06
1062,1.2762748394594124e-07
1063,3.6023854744475426e-07
1064,0.000213395320129059
1065,6.495372224253353e-07
1066,4.170955474341072e-06
1067,1.6100803521843852e-07
1068,1.7312728604586945e-06
1069,3.049043336341331e-05
1070,9.648925025472421e-07
1071,3.7971537509206216e-08
1072,9.884394424705186e-06
1073,2.6033992341434297e-06
1074,5.063452772301066e-07
1075,8.328103357003507e-07
1076,0.0
1077,4.175380995386431e-07
1078,3.327607057967171e-08
1079,1.3854765427522829e-08
1080,1.3854765427522829e-08
1081,1.3854765427522829e-08
1082,1.3854765427522829e-08
1083,1.3854765427522829e-08
1084,4.509566064544176e-06
1085,1.3854765427522829e-08
1086,1.3854765427522829e-08
1087,1.3854765427522829e-08
1088,1.3854765427522829e-08
1089,1.3854765427522829e-08
1090,1.4532292305753245e-06
1091,0.0
1092,4.236582124624816e-06
1093,3.9400257291771474e-07
1094,0.0001278569580383653
1095,0.00038880567208203894
1096,1.4295076307471003e-07
1097,4.134184697932962e-08
1098,9.333350299192479e-06
1099,6.697190003041972e-06
1100,0.00012244106821261187
1101,8.115657281070284e-06
1102,1.996078607525252e-07
1103,1.0010817396264471e-06
1104,1.007260353153827e-06
1105,8.47537703748277e-07
1106,3.8775759937593905e-07
1107,3.904295249127942e-06
1108,8.115657281070284e-06
1109,1.164664315939767e-06
1110,1.623825632744119e-07
1111,1.2413400739894512e-07
1112,1.8965955994737796e-06
1113,4.025542412190791e-06
1114,4.211904088704912e-06
1115,6.868645267796169e-06
1116,0.0
1117,8.115657281070284e-06
1118,1.2871399401632137e-06
1119,5.2679299934932636e-06
1120,7.069424994952405e-06
1121,2.718773927248142e-07
1122,5.160623159933659e-07
1123,0.0
1124,2.370889596865715e-06
1125,1.3353480755361643e-05
1126,9.648925025472421e-07
1127,3.337326086686204e-07
1128,0.0002230174345176221
1129,5.196974500568365e-07
1130,4.634761845076621e-06
1131,4.399444036105868e-06
1132,1.5331268005651037e-05
1133,2.7125240569382007e-05
