dst,repulink_score
408,2.9467210151688804e-12
409,8.49215161399758e-13
410,1.1083679569573871e-12
411,1.553176043898483e-12
412,1.4359893153119603e-12
413,1.3297941506960793e-12
414,5.114478885640485e-13
415,2.9016918475260993e-12
416,2.2139354873404595e-12
417,1.3494276114726975e-12
418,5.028192939826215e-13
419,2.708127636092286e-12
420,2.30810694873474e-12
421,8.549255836932449e-13
422,1.8308325276836094e-12
423,1.4193846270309752e-12
424,1.5496746603966938e-12
425,1.2713086583292154e-12
426,3.44401163881424e-12
427,1.2182116048057944e-12
428,1.0841065279746307e-12
429,1.7427003684381513e-12
430,6.362400467650566e-13
431,2.0765755217216545e-12
432,1.427853770440704e-12
433,1.522315912429595e-12
434,9.39806909658615e-13
435,1.5466920474658259e-12
436,2.17622598034887e-12
437,1.972230669643006e-12
438,1.6851006424296383e-12
439,3.0910258570486686e-12
440,1.0732445642662115e-12
441,2.1202770238224388e-12
442,1.704284181957003e-12
443,1.25394185005703e-12
444,2.1474535787186984e-12
445,1.7645725278955088e-12
446,1.7287145317258447e-12
447,1.8968898771752624e-12
448,9.534482240084597e-12
449,1.7699914763581498e-12
450,1.5548749986984451e-12
451,1.5379662206183944e-12
452,1.2608433919827935e-12
453,1.3868370706329233e-12
454,1.3657944869753352e-12
455,1.3432135669903394e-12
456,8.102038894699489e-13
457,1.480372046863432e-12
458,8.085257544389763e-13
459,1.1103462022257015e-12
460,1.873504492092521e-12
461,7.976297766464641e-13
462,1.2191802260656877e-12
463,1.0716138482735976e-12
464,1.491600594968189e-12
465,1.1368005307976065e-13
466,1.6125114658397106e-12
467,1.5304826492655598e-12
468,1.7934399753837166e-12
469,4.7554485470968564e-12
470,3.95821280547493e-13
471,1.812010830349545e-12
472,1.687714728373859e-12
473,1.9256942285956762e-12
474,1.1310124797222833e-12
475,9.552260258883377e-13
476,1.2740465045123395e-12
477,3.096315460435395e-12
478,2.0602307387091285e-12
479,1.5004473089688366e-12
480,9.622550091847899e-13
481,9.69984787852326e-13
482,1.5412853895892154e-12
483,2.113280210050751e-12
484,1.5519143342399349e-12
485,1.2756261676196679e-12
486,1.3434896245094271e-12
487,2.3673977952158387e-12
488,8.872384883992569e-13
489,1.788506409203857e-12
490,1.154396143326222e-12
491,3.049078566054719e-12
492,1.4723963605010257e-12
493,1.412363372928818e-12
494,1.0144795101761323e-12
495,1.0425814954847676e-12
496,7.773565274788569e-13
497,9.91370792090043e-13
498,1.1405018436323159e-12
499,4.550048603507824e-13
500,1.5378329951881628e-12
501,1.5928773267975182e-12
502,1.0215769412073668e-12
503,2.712265236570686e-12
504,1.2203021081029065e-12
505,1.473254097525723e-12
506,1.2682953734972965e-12
507,2.0241357500640797e-12
508,1.723132603759577e-12
509,2.093144376187887e-12
510,1.1535643290072485e-12
511,5.917545998132409e-13
512,1.5199592688260038e-12
513,1.4301743698572273e-12
514,1.4006123413207062e-12
515,3.570994633921312e-12
516,1.1498539234444249e-12
517,1.6025031760114407e-12
518,3.110070241280317e-12
519,1.431702557718643e-12
520,8.186533660576821e-13
521,1.5527740871271546e-12
522,1.8982854230510964e-12
523,1.2241026047513629e-12
524,1.1414680194468791e-12
525,6.58577548484894e-13
526,1.037443485261397e-12
527,0.03998484076531557
528,1.1445683676674992e-12
529,1.0076544654586429e-12
530,1.2911630375512447e-12
531,1.8766247814097253e-12
532,1.4815348055947189e-12
533,1.2474027458157546e-12
534,1.1344015916856355e-12
535,1.6506155808886335e-12
536,2.169848812893439e-12
537,1.2379542562265564e-12
538,4.511849596733105e-13
539,6.107555805009461e-13
540,1.3047762698826735e-12
541,2.907285069405089e-12
542,1.3573793987022327e-12
543,9.882012197705982e-13
544,1.1664969996164491e-12
545,1.587898175689338e-12
546,1.329019177942859e-12
547,1.257006759832536e-12
548,9.851319264842552e-13
549,1.5170237952992292e-12
550,9.527455730126857e-13
551,1.1519693668669268e-12
552,9.354801107892399e-13
553,9.049422698846305e-13
554,1.4847490596518228e-12
555,1.251098338832489e-12
556,1.684601413440242e-12
557,1.2702247294110007e-12
558,1.1525931228034292e-12
559,1.0872421255870792e-13
560,9.653218205424247e-14
561,1.269440004594858e-12
562,1.7401100940456349e-12
563,1.614211480979388e-12
564,1.5861072726879244e-12
565,9.969101403945187e-13
566,1.9169536876174123e-12
567,1.4765249359805493e-12
568,1.1262838203942484e-12
569,1.7093886401140057e-12
570,1.2733667475332093e-12
571,5.249938261941825e-12
572,1.187491791246313e-12
573,1.6817069331509434e-12
574,1.2438366632534246e-12
575,1.2206509541503688e-12
576,1.4509658201617493e-12
577,1.7831765392580933e-12
578,1.4587540665113394e-12
579,1.3718752287285967e-12
580,1.357481592892152e-12
581,1.214223324267233e-12
582,7.934691583638534e-13
583,5.857001677610683e-13
584,1.682951576977091e-12
585,1.0619869219248089e-12
586,1.0612734733592836e-12
587,1.135334913486444e-12
588,1.071077718783293e-12
589,6.534088389114007e-13
590,7.586798966654912e-13
591,1.291526924096351e-12
592,1.2432891024163272e-12
593,1.0681988747961991e-12
594,1.180931770807802e-12
595,2.8089898430360266e-12
596,1.0614318207702205e-12
597,1.4832874038338742e-12
598,1.5248251733847642e-12
599,1.1198818113123305e-12
600,1.3213477907276387e-12
601,9.208976204711192e-13
602,1.3216219828299765e-12
603,8.614874830933191e-13
604,1.3496495141763366e-12
605,7.320242655305497e-13
606,4.613111781845359e-13
607,3.81457324676817e-12
608,1.45486256288314e-12
609,1.393404750411302e-12
610,1.182787291891345e-12
611,4.210805848034053e-12
612,1.2290711325815261e-12
613,1.7918550059872435e-12
614,3.3483233534596344e-12
615,1.2792671288666574e-12
616,1.1402653081669516e-12
617,1.022954522323975e-12
618,7.575695207689453e-12
619,1.1424163843741146e-12
620,7.262948208184478e-13
621,1.0107407964223884e-12
622,1.2064317262449017e-12
623,1.6773608911717499e-12
624,1.6569536981424692e-12
625,3.3394747420015533e-12
626,9.784947992468062e-13
627,8.274534049972006e-13
628,5.360897768589236e-13
629,1.1175231637422874e-12
630,8.014644589950673e-13
631,1.452701044089706e-13
632,1.134946126315604e-12
633,9.077074786465854e-13
634,5.851430859908685e-13
635,1.3309869874722224e-12
636,3.726571509928879e-13
637,1.0258195575500768e-12
638,1.174126742076928e-12
639,9.099286034114513e-13
640,9.911549636134296e-13
641,1.7912078391378594e-12
642,8.197015826716638e-13
643,9.88963151598507e-13
644,3.217928432844045e-13
645,1.7294000902713805e-12
646,7.568756329775869e-13
647,9.672594003815875e-13
648,2.3603911845682866e-13
649,1.0495498586534193e-12
650,9.44320534612411e-13
651,9.33005536782334e-13
652,5.5559825885231913e-14
653,4.1639858995551934e-13
654,1.1093312840086241e-12
655,1.4158093306542506e-12
656,2.477728267062508e-12
657,1.0173095116963154e-12
658,6.818425454990831e-13
659,8.049393672090738e-13
660,1.1100956823543495e-12
661,1.2793278261365606e-12
662,1.076837146780077e-12
663,1.055959087655334e-12
664,1.0745207437096674e-12
665,3.6073338323169722e-12
666,8.378437883086601e-13
667,2.330434022711094e-12
668,1.0713237439496406e-12
669,1.0030425214600753e-12
670,1.245180484372289e-12
671,1.349290473929935e-12
672,8.38905386418258e-13
673,9.802016141505615e-13
674,8.311459080527571e-13
675,1.2520744713688117e-12
676,1.3919588308995266e-12
677,1.006649000060316e-12
678,1.2291901260449028e-12
679,1.4840370766131918e-12
680,2.2278752483949983e-12
681,8.664648004969331e-13
682,9.184809928802464e-13
683,1.0054883300533526e-12
684,7.462448163402838e-13
685,1.0161672772970227e-12
686,1.1698195858839978e-12
687,8.515303673205027e-13
688,1.2802990891894344e-12
689,1.457875988421051e-12
690,1.525634063468519e-12
691,4.373233505809852e-13
692,9.222052450221804e-13
693,8.262867640914851e-13
694,7.501028829024491e-13
695,8.464326694176488e-13
696,9.731057670808948e-13
697,9.225744084049536e-13
698,5.143886112115462e-13
699,9.420160896923312e-13
700,1.0933688161192823e-12
701,1.4709300572997238e-12
702,1.1017607229131893e-12
703,7.806707402869452e-13
704,7.152433902492871e-13
705,1.2614815640710754e-12
706,1.7229634874168925e-12
707,1.0874806677850473e-12
708,1.0811241802253245e-12
709,9.27176366148652e-13
710,1.2243345053299947e-12
711,1.0710818025245392e-12
712,9.815371126199907e-13
713,9.096253284788363e-13
714,1.1750309019916455e-12
715,1.331113232220642e-12
716,2.4365223837523903e-12
717,5.504219031852545e-13
718,1.0825061465827099e-12
719,8.058416200395041e-13
720,1.008969112454823e-12
721,1.0059518447602614e-12
722,6.803688139599958e-13
723,7.89902575305551e-12
724,5.626525469242183e-13
725,1.131257327090325e-12
726,2.301035964173917e-13
727,1.100373163383301e-12
728,8.270730590457051e-13
729,9.38373910337259e-13
730,8.648980335705282e-13
731,2.474626170167123e-12
732,9.703681196169743e-13
733,1.1557382932244167e-12
734,1.0011641818248155e-12
735,1.0824908891702787e-12
736,8.887928149463357e-13
737,1.331316752752765e-12
738,8.064245492843689e-13
739,9.248592081380819e-13
740,1.1976590636391422e-12
741,7.291692580576524e-13
742,7.196729912672366e-13
743,9.8972490335064e-13
744,9.643636953908637e-13
745,1.0127149788016059e-12
746,7.53226495899483e-13
747,1.198344851227558e-12
748,1.5594987295222572e-12
749,8.808186127772384e-13
750,6.534678987149564e-13
751,8.587992301863399e-13
752,9.12590161478853e-13
753,8.767388639604018e-13
754,2.5987098866630926e-12
755,7.212483631418894e-13
756,5.277569423334667e-13
757,8.782847417166229e-13
758,6.037109725092519e-13
759,1.3487319426691893e-12
760,0.0848645487356682
761,2.993538654962611e-13
762,7.128713815415826e-13
763,1.0981126590520785e-12
764,8.718612020069988e-13
765,7.917062192000114e-13
766,7.992207347674736e-13
767,1.2209108805718569e-12
768,1.0970212923745344e-12
769,1.5552463000045939e-12
770,8.553511553838304e-13
771,6.123484829288488e-13
772,6.93039426895949e-13
773,6.690084166854864e-13
774,8.301286166394917e-13
775,1.2582165531686736e-12
776,9.129376443440102e-13
777,1.7096978969689922e-12
778,9.312573393869132e-13
779,1.0095961256104929e-12
780,3.249966771957172e-12
781,1.0814452446294896e-12
782,8.367843033624265e-13
783,8.483909531931768e-13
784,1.0362168526835851e-12
785,1.616836068606055e-12
786,6.029004346640602e-13
787,9.212683194599805e-13
788,3.6297499092787364e-13
789,1.830959448827439e-13
790,5.894213600857169e-14
791,8.051142328985666e-13
792,1.591709813790908e-12
793,5.105205138458306e-13
794,4.800272243145883e-13
795,5.342829977419385e-14
796,1.083964155308399e-12
797,2.719131531886561e-13
798,6.980979142429715e-12
799,6.696772203468842e-13
800,8.289083617724036e-13
801,2.748321524631812e-12
802,5.491820525468843e-13
803,6.958873109712033e-13
804,5.207078441010961e-13
805,4.809680302050538e-13
806,8.384119594456127e-13
807,8.380495464282212e-13
808,1.0945757589149818e-12
809,9.94678692599301e-13
810,7.051809057802997e-13
811,5.343858503819322e-13
812,9.084558925316513e-13
813,9.373145014779477e-13
814,7.108449930490984e-13
815,7.357601796761633e-13
816,1.1868100422740508e-12
817,5.037131821457662e-13
818,9.35790833577651e-13
819,1.2268929950914586e-13
820,5.409779348411121e-13
821,6.768698804862957e-13
822,6.995418592307925e-13
823,1.0277468427928433e-12
824,4.341237683495119e-13
825,8.468452231861266e-13
826,8.996652392815125e-13
827,6.900170782640976e-13
828,3.8123947147560575e-13
829,1.982085962454863e-12
830,6.181296467586977e-13
831,1.5521517046966988e-13
832,5.469786945710626e-13
833,7.916688593590532e-13
834,1.063751304482599e-12
835,5.578464643535085e-13
836,4.656124238973464e-14
837,5.578464643535085e-13
838,6.747319408889576e-14
839,5.609890861262559e-13
840,9.319236184293546e-13
841,8.93442407290799e-13
842,1.1287202695956415e-12
843,5.659021297259038e-13
844,1.012365400812027e-12
845,5.329497803716533e-13
846,4.159413792301438e-13
847,1.97360472403242e-12
848,1.8106657940015954e-12
849,8.200014641097976e-13
850,7.757968928539408e-13
851,6.614785560778905e-13
852,4.0103234542139976e-13
853,8.566650879779019e-13
854,7.953204779608632e-13
855,1.020165122791797e-12
856,5.053656196464613e-13
857,7.907372122329815e-13
858,7.806535453829871e-13
859,8.101379839912087e-13
860,7.243066611458374e-13
861,5.984153383726141e-13
862,9.142748283854364e-13
863,2.0615334544545417e-12
864,1.1354313707460314e-12
865,9.15029897537874e-13
866,6.370392094266454e-13
867,1.5122058712449558e-12
868,7.513903302034566e-13
869,8.488557697045911e-13
870,6.877261480222983e-13
871,7.367596541890894e-13
872,6.793030045933222e-13
873,2.1553710456061005e-13
874,5.694255428667188e-13
875,8.021585619385789e-13
876,1.3569501345673077e-12
877,8.551312459977558e-13
878,6.989629243657145e-13
879,8.364063548447678e-13
880,2.3548456617362236e-12
881,6.636333412437367e-13
882,7.814516624372279e-13
883,8.678050603988382e-13
884,9.188376830211969e-13
885,7.845890104096566e-13
886,6.368819610977993e-13
887,8.55627472882621e-13
888,7.565119565455027e-13
889,3.331123083898889e-13
890,8.702041175733242e-13
891,7.488157999121198e-13
892,5.461913029550596e-13
893,8.015750392101005e-13
894,6.557166431227082e-13
895,6.899282367287222e-13
896,7.296806123926763e-13
897,6.171980884308366e-13
898,6.955566031849315e-13
899,9.542149676490265e-13
900,4.948308771599522e-13
901,4.786093834488315e-13
902,3.93813091514276e-13
903,3.331123083898889e-13
904,6.024942537453933e-13
905,1.2137572963656e-13
906,4.1398287986984513e-13
907,2.185560031578839e-13
908,3.777354430609497e-13
909,8.372273809088682e-13
910,5.030880400450136e-13
911,8.150733275131906e-13
912,8.240020935094184e-13
913,6.529674155435813e-13
914,6.586202590731557e-13
915,1.4751263181966023e-12
916,6.660427567832823e-13
917,9.339484349077482e-13
918,7.54275183775136e-13
919,5.088491723960705e-13
920,8.151448096431653e-13
921,6.363839410459932e-13
922,3.3016217517241614e-13
923,3.65940904973396e-12
924,6.142020486508662e-13
925,4.668382363402315e-13
926,1.356702456037239e-12
927,7.967492063037109e-13
928,5.5403473669787e-13
929,6.300602550006518e-13
930,9.872628611779984e-13
931,7.900683424374957e-13
932,5.521494525157288e-13
933,5.757043343047628e-13
934,7.277144398238576e-13
935,7.383884267684003e-13
936,1.8802991108878006e-12
937,1.4342271774637486e-12
938,7.100980508786035e-13
939,6.609623733644783e-13
940,7.621826565778749e-13
941,1.106136965403146e-12
942,5.273313887142958e-13
943,6.519890005505352e-13
944,6.280472321881506e-13
945,7.185214629777645e-13
946,1.3502798747227316e-12
947,5.889299126799288e-13
948,7.572250327928977e-13
949,7.034458967500126e-13
950,7.104898885047868e-13
951,9.244324253449152e-13
952,7.457337877428271e-13
953,4.867431280259798e-13
954,6.578078779410841e-13
955,7.243782102787595e-13
956,7.845079012384675e-13
957,2.907307475357992e-13
958,6.601839003544852e-13
959,6.193129222585493e-13
960,6.819270691828676e-13
961,8.053435553843948e-13
962,6.865496103760963e-13
963,3.998638141848997e-13
964,6.690610324708583e-13
965,6.561969044103834e-13
966,5.987378728582059e-13
967,6.331450331569456e-13
968,8.425806943066182e-13
969,5.563162392694408e-13
970,5.825047728720246e-13
971,6.611313155981436e-13
972,7.023874280554531e-13
973,8.229144033202251e-13
974,6.797119089292081e-13
975,6.573902135507702e-13
976,7.033626271491702e-13
977,8.088949536749722e-13
978,0.0842639893323791
979,4.2839974266239737e-13
980,6.42775726285939e-13
981,8.331818390233261e-13
982,6.471735491955553e-13
983,7.632535696923426e-13
984,5.070554452570792e-13
985,5.094408290086205e-13
986,7.326955009240521e-13
987,3.2378675847616933e-13
988,5.621581749036298e-13
989,1.4717150158634662e-13
990,6.341644693429592e-13
991,3.423260074238835e-13
992,6.029431033050078e-13
993,9.533412178245486e-13
994,1.0971163200401909e-12
995,5.047884329146806e-13
996,6.392592430556266e-13
997,6.541256311850062e-13
998,3.2910724697846793e-13
999,5.816005105879545e-13
1000,6.294465952505767e-13
1001,7.595735316215078e-13
1002,5.982799037382112e-13
1003,5.503656545609831e-13
1004,8.437445261155921e-13
1005,4.908567107933154e-13
1006,7.025308747741299e-13
1007,3.0290276281814795e-12
1008,1.383341637985173e-12
1009,6.133649255172509e-13
1010,8.236772276960366e-13
1011,6.418636140947687e-13
1012,6.227063711574237e-13
1013,4.950814360644407e-13
1014,6.822669088461683e-13
1015,5.609101997903141e-13
1016,9.282712893751003e-13
1017,1.4470971314338521e-12
1018,5.857300077239524e-13
1019,5.226738742565754e-13
1020,2.8121126870435426e-13
1021,5.710117802789568e-13
1022,4.437723604804957e-13
1023,4.0902718258750563e-13
1024,4.832329664972922e-13
1025,5.622599082470385e-13
1026,4.382527214099254e-13
1027,3.693899431607326e-13
1028,6.174849838103964e-13
1029,5.13099416595237e-13
1030,4.665065218022719e-13
1031,6.344072996522219e-13
1032,6.839542361843106e-13
1033,5.143914409012879e-13
1034,6.118733468680315e-13
1035,8.919213694057995e-13
1036,6.288372344446064e-13
1037,1.1676859108179657e-13
1038,6.642042134530788e-13
1039,4.316844963968265e-13
1040,6.456530220832761e-13
