alpha,AUC,Precision@100,KendallTau,Spearman
0.1,0.7919367056645065,0.73,0.3768734806887949,0.5374656455480824
0.3,0.8067502735459977,0.72,0.39623718431853105,0.5614569328160216
0.5,0.8197121454423029,0.72,0.4108656591130479,0.5796451374424461
0.7,0.8367982493056141,0.76,0.4303139204005559,0.5995864290105736
0.9,0.8521168251830653,0.78,0.43800866725778725,0.6083866127169425
