alpha,AUC,Precision@100,KendallTau,Spearman
0.1,0.7576803299385573,0.71,0.3362012473005718,0.4835658958277371
0.3,0.7576803299385573,0.71,0.3362858049583436,0.4836574015220843
0.5,0.7576803299385573,0.71,0.3362858049583436,0.4836574015220843
0.7,0.7576803299385573,0.71,0.33637036261611536,0.48376164851564446
0.9,0.7576803299385573,0.71,0.3364549202738871,0.4838519959100633
