alpha,AUC,Precision@100,KendallTau,Spearman
0.1,0.76340375389277,0.71,0.348462107677479,0.4982537180703974
0.3,0.7641612658867099,0.71,0.34930768425519676,0.49910217276798424
0.5,0.7650029458799765,0.71,0.3509988374106322,0.5008274605114046
0.7,0.7660971298712229,0.72,0.35133706804171927,0.5017737915529451
0.9,0.7671071458631428,0.72,0.3516752986728064,0.502145026680012
