alpha,AUC,Precision@100,KendallTau,Spearman
0.1,0.7674859018601129,0.73,0.29021066693833536,0.4467773115736731
0.3,0.728768622169851,0.69,0.24087994795320578,0.35962122965516197
0.5,0.7094099823247203,0.65,0.2211816229884036,0.32085024198776285
0.7,0.7004881743960946,0.64,0.21294568539536132,0.30286810879512405
0.9,0.6956064304351486,0.62,0.20844563701978153,0.29373945782223004
