alpha,AUC,Precision@100,KendallTau,Spearman
0.1,0.7596161939230706,0.71,0.34271218694899835,0.49071666043599893
0.3,0.7596161939230706,0.71,0.34271218694899835,0.49071666043599893
0.5,0.7596161939230706,0.71,0.34271218694899835,0.49071666043599893
0.7,0.7596161939230706,0.71,0.34271218694899835,0.49071666043599893
0.9,0.7596161939230706,0.71,0.34271218694899835,0.49071666043599893
