dst,repulink_score
1,0.008149677522690659
7,0.007724030764265916
35,0.006374216752264552
2642,0.003942939154882995
13,0.0028339458455593405
1810,0.002739757687093716
202,0.002607579260093103
2028,0.002508886635177997
60,0.0023755944515882013
1386,0.0022222662630909116
832,0.002051604483379663
905,0.002006569701211821
1018,0.001929621594909667
4172,0.0019292575108577439
41,0.0018106243186615315
4,0.0017731278573379374
25,0.0017562131805838118
2125,0.00170835632751872
908,0.0016410603515623352
775,0.0015994010303708344
1396,0.0015088770801790466
1566,0.001492492856603827
2,0.0014401660747886912
1217,0.0014200410221691844
64,0.001411031915917608
1953,0.0014081022412331184
4197,0.0013993409527699272
135,0.0013652061327413514
6,0.0013508489229624395
104,0.0013125014671859624
1317,0.0013113987180808275
546,0.001239968208343459
304,0.0012394045651479449
4291,0.0012144495275695187
21,0.0011697678902087994
62,0.0011669162219021343
1899,0.0011545398383994588
1201,0.0011308883576731461
2296,0.0011030260394878665
1334,0.001091515109395285
523,0.001091094854271934
39,0.0010826872020891069
1352,0.0010569554509824491
468,0.0010440236506961823
3735,0.001036152411382744
57,0.001022003841055372
198,0.0010146632413922428
36,0.0010076003008134585
882,0.0010004662221855024
1162,0.000984073911357631
2067,0.0009836122611309379
1565,0.0009702211413099212
17,0.0009448392368131725
1615,0.0009403381151141333
729,0.0009230562684544423
2625,0.0009221630983956902
353,0.0009166550860710991
537,0.0009111061755230116
1744,0.0009017714569244882
20,0.0008921594392967112
23,0.0008913466127646072
725,0.0008808572287705612
29,0.0008735525933420214
132,0.0008634070790177774
545,0.000832195009740577
270,0.0008301530256848959
492,0.0008237909698103857
1585,0.0008134834621740063
215,0.000810899180274498
1731,0.0008102649962000981
2045,0.0007978058218340916
144,0.0007958537766496966
2198,0.0007921333962257091
295,0.000769248067997274
77,0.0007664585965323067
1832,0.0007518406459752771
28,0.0007446703929498898
923,0.0007399085701208003
2942,0.0007270475092173454
2388,0.000722833980040264
51,0.000718570960587431
687,0.0007101888458968487
143,0.0007003878848937655
3897,0.0006931853659114175
69,0.0006906153621789662
634,0.0006903926338839231
550,0.0006802266066954765
1771,0.0006774287230453737
418,0.000658932487988001
1316,0.0006531762685582857
1281,0.000650282067899147
257,0.0006444743336990209
1620,0.000644451480727389
1555,0.0006413560970689204
1363,0.0006357218491151285
113,0.0006323639099267223
1383,0.00063189094048014
209,0.000631676438880143
3828,0.0006303177322622703
3,0.0006264488688946758
2118,0.0006224546289615473
93,0.0006139313199506287
401,0.0006124450996733637
592,0.0006091397671115678
8,0.0006067299630010722
1053,0.0006047492061080668
249,0.0006015671557973615
3988,0.0005972765584460908
171,0.0005945642073625475
96,0.0005940344038161164
54,0.000593663467719751
484,0.0005933030915798819
103,0.0005839511921684664
3451,0.000583824930500784
696,0.0005830636860218732
2635,0.0005813969181422149
178,0.0005790606150731266
3649,0.0005741862042422971
1860,0.0005730504060551669
3018,0.0005726945869267794
346,0.0005696709928777963
81,0.0005591831825291471
522,0.0005577442015123955
937,0.0005561496394310358
780,0.0005511883299265504
570,0.0005508642435900178
707,0.0005490174915069863
632,0.0005457003446469788
1013,0.000545557000810993
732,0.0005434931986051489
33,0.0005422099662326461
280,0.0005417743981106445
34,0.0005403909114230427
1802,0.0005341260855689838
1366,0.0005285065541587245
1690,0.0005269843686693641
1185,0.000526336341543998
10,0.0005199100895463197
3219,0.0005195907641847961
141,0.0005154824152276876
223,0.0005116387513553372
19,0.0005108197290410374
540,0.000508062338191374
72,0.0005077456553180537
726,0.0005018915755410445
149,0.000492662244511173
1094,0.0004919524492348885
2647,0.0004899295472555825
1656,0.0004894481019394579
273,0.0004858955608884691
159,0.00048350176135567393
630,0.0004825728458672467
245,0.00048070094624967413
2725,0.0004801560519632349
443,0.0004772778604970702
722,0.0004755733687563657
61,0.00047161842322362497
4559,0.0004693353838732698
309,0.00046506184455386495
363,0.0004644993874000666
678,0.0004632651427173769
978,0.00046167197279283194
1675,0.0004593299084646712
3598,0.0004583353105545968
97,0.00045494781546282306
737,0.00045172996126234305
256,0.0004497195166341262
4649,0.0004481672544896071
1693,0.00044717827866551363
45,0.00044669813827990417
101,0.0004430837438262886
383,0.0004422222164806008
1764,0.00044193147281535133
520,0.0004402863356784745
2063,0.0004390554464944144
2266,0.000437535796258953
31,0.000437273820570441
74,0.00043597645642950143
350,0.00043252417813073997
206,0.00042820169018393075
770,0.0004278853118606326
37,0.00042305436683631547
664,0.00042286963169578626
2404,0.0004200953395980231
110,0.0004198069988385295
689,0.0004177497662425547
3916,0.0004174689515435246
46,0.00041571496048619863
1179,0.0004142291274594948
235,0.00041157983226854653
760,0.00041135575316686386
647,0.00041101295090014344
1257,0.0004105915266492762
735,0.00041038560505134896
561,0.0004070345250471787
