dst,eigentrust_score
143,0.20116350073064646
737,0.17318975093740616
790,0.16891556724563628
1,0.16040366584940524
1179,0.15333793967982254
1719,0.14998069020382768
4416,0.12375735194140065
780,0.11965460928889098
34,0.10815260295743005
1516,0.10784613775288344
791,0.10528090340790364
28,0.10373884891530886
1619,0.10312731709863317
1621,0.10102269132570547
401,0.09621191073492666
4415,0.09311847165636172
77,0.09263134787694603
725,0.0918137168778441
1753,0.08987928549703474
125,0.08891390453311863
44,0.08847978585212503
550,0.08730877895769439
135,0.08556248308092414
2512,0.0847250868990281
735,0.08240853256878103
849,0.0822131001734017
1440,0.08126989880828109
726,0.0807982679130513
1191,0.0770763062338087
31,0.07691500718991871
418,0.0765401096423967
2239,0.07600262984878368
1029,0.07588204177339383
4969,0.07103643547539616
1623,0.06933087308893639
738,0.06896997121852669
2,0.06868739447554378
1401,0.06867670542244887
438,0.06828007878029087
64,0.0680511466790858
1756,0.06785009861932938
74,0.06755085081641442
1164,0.06672594033729835
433,0.06667071123819551
385,0.06576421225115743
918,0.0653918984069775
717,0.06523059767601531
2120,0.06498813109036324
549,0.06459352194717331
1909,0.06340422474565603
19,0.06237668168845881
449,0.06180477781967108
1178,0.0610182247466256
1247,0.06019148688095749
103,0.05848606855963623
295,0.05825883378825622
715,0.05814062645204795
398,0.05800118700384342
1432,0.0580000191375692
1606,0.05787263454400285
301,0.0578707222617209
4282,0.05773533433402912
1620,0.05772426755831162
546,0.05748121494378212
1617,0.05682307729816997
5,0.05663624259806671
35,0.05654299532272539
329,0.05590020755522513
2066,0.05563034485424784
4,0.055553938071314465
1749,0.05466459177630924
776,0.054605732401869674
681,0.05443364376205763
104,0.054357962166721306
1172,0.054210653996143755
66,0.054203078135502965
2969,0.053950598166038324
645,0.05371417958251203
395,0.05295991458241239
388,0.052754185931544906
1075,0.052220874987916235
555,0.05209028542098109
563,0.05186672927877425
3281,0.05181671885881265
1894,0.05171812101061806
13,0.05166909192157908
443,0.05158147241926134
5038,0.0514194729497822
1399,0.051299476685186744
634,0.05116867465934529
81,0.05091606728021676
854,0.050669393750787925
46,0.050517174003090304
3655,0.05031712777748111
29,0.049909390663981985
3540,0.0498565102920446
210,0.049781353825339866
1429,0.04972439936198898
1274,0.04971925342393213
786,0.04957763725912176
1405,0.04905425120801811
1014,0.04898310027075377
1577,0.04892278676454381
2227,0.04855019865242154
1409,0.0484022389433569
1396,0.04830237069114707
141,0.04809256450696811
843,0.04801924277413587
576,0.048001224789388466
723,0.04748173110871686
883,0.04736944571418046
1023,0.04711970676556264
722,0.046918042373841035
1173,0.04669486427928967
107,0.046640262878657586
689,0.046539858193471555
663,0.046473341214007424
1903,0.04643996395937698
5958,0.04628887913530432
2118,0.04587346181845936
187,0.04579807943973051
5952,0.045366856508617395
2144,0.04519310065516349
83,0.04500262150068981
374,0.044993451343343
879,0.04474695939440476
2228,0.04459320107739307
3685,0.044583505749931814
733,0.04452536742784069
127,0.04451388341357666
112,0.04443699674082372
169,0.043866479504642154
1712,0.04383108182518447
2656,0.04353059693732464
138,0.04342936740830224
860,0.04341140514611891
1613,0.043400076323073994
382,0.04328205623882231
1918,0.0431749131206601
65,0.04300559900551975
1177,0.04288932634685183
72,0.0427222741190157
6,0.04259950437396324
402,0.042380024605046404
586,0.04232684933220158
101,0.042038319230043426
4161,0.04195116193185445
551,0.04192139257398777
1111,0.041706899870314104
51,0.041109034092540055
1390,0.041040828177247086
45,0.040817518628726956
2113,0.04065313347477148
664,0.040628406874483686
2236,0.04051129217211664
2115,0.04039734074733857
2464,0.04016405041907634
3,0.04008701627523031
1024,0.03989508873013628
4045,0.039585596048849016
728,0.03949707985631352
850,0.039480381030348455
1190,0.03936586873423169
381,0.039318868765711654
440,0.03930562645242109
639,0.0392822160407148
93,0.03927212905657923
447,0.03906071808710234
429,0.038998973812190633
2643,0.0389312466572913
3505,0.03892640474788083
100,0.03889496202011529
763,0.038610367814007736
1304,0.038549449647338425
431,0.038493651206057716
299,0.03834805328539916
96,0.038158209432303046
1323,0.037884853591136206
61,0.03779848389091612
1635,0.03775827865704781
426,0.0374779746171252
1129,0.03739702257392699
789,0.03697050949145432
556,0.036846682114426585
1288,0.03683635872763156
1935,0.036831389108761534
4170,0.036302066746915385
783,0.036182031252064574
165,0.036161960323157494
1815,0.035959574901103214
105,0.03580078020722987
1283,0.03554266677107582
53,0.035534203570364686
3899,0.03551262340209306
1751,0.03548358773914774
1471,0.03543310531394885
452,0.035431482164107915
2375,0.0353816341263511
195,0.03531718551501772
637,0.035250137506791644
235,0.03524393103659159
973,0.03499989022806081
55,0.03492270819746348
650,0.03486348716347962
684,0.034861313459253064
54,0.034857079140256916
793,0.03478126972974565
69,0.03464690320027466
413,0.03458514095506077
427,0.03441996745760676
1438,0.03436559572711732
71,0.03428326370267347
1576,0.034251790294002986
10,0.03403041587578812
4162,0.033939661553676975
1754,0.033885965704068634
1892,0.03385748315980555
1020,0.03385000264333193
2059,0.033818033641332956
1207,0.033755629888950325
4412,0.033683157841633275
4454,0.03367133039642307
2636,0.0336048822996035
4037,0.03353799018485577
21,0.033420433739112236
697,0.033398225277970775
590,0.03332429859425081
446,0.03322736446283555
2174,0.03313297534347761
2995,0.03301626534906777
225,0.03276511758275291
1400,0.032673778681724636
686,0.03261381157482058
766,0.032610124917817215
223,0.03250341269319671
2528,0.032486203870740006
368,0.03242435185295329
79,0.03235471143155526
421,0.03216461695203841
140,0.031984870021399874
1776,0.03198438469453765
5144,0.031969655530731805
394,0.03186676687635746
20,0.03158435563637931
369,0.03156081485381159
1574,0.03147020192003226
1895,0.031436573756943344
1975,0.03130682142918436
4061,0.031171965469899768
408,0.03108677994032624
2444,0.03108109778514749
233,0.031018897889159985
120,0.030794294421367673
4040,0.03079096783773639
1411,0.030690727953549657
2244,0.030633247920996608
2028,0.030585494567842465
26,0.030566669734872987
2694,0.0305074923208669
2063,0.030395584871349173
1397,0.030388828385760524
3420,0.030383037371707524
68,0.030380773499619405
2652,0.030263924994806315
1908,0.03024957991886207
1268,0.03022675409699429
751,0.030160356108949734
1642,0.030132943093705795
853,0.030084564785369087
39,0.030023969219164195
1476,0.02988759784908957
2161,0.02986421738669062
110,0.029763396057641025
2062,0.029747255729326717
37,0.029662018590077284
289,0.029620681098795218
390,0.02957440245018205
1163,0.029509619570762025
1716,0.02946148565995872
4168,0.02946121014165146
665,0.029366074179962374
3410,0.02933319079827144
78,0.02927303766477931
2052,0.029222714798652877
3502,0.02920354589849987
3065,0.02919939066945068
2685,0.029063041572975727
997,0.02869834095894523
3428,0.02867527096496041
333,0.02866798119174716
993,0.028542770746057725
1392,0.028446396928962527
588,0.02841685028807241
4931,0.02840394937127584
848,0.028288873205122897
1437,0.028244885258671224
3138,0.028148866644142057
4414,0.02814531121408201
923,0.02809104949840892
975,0.028082058167600014
1181,0.028067247375471536
4055,0.028024098338888397
198,0.02797208694237034
3174,0.027909753517845432
844,0.027755809031776487
4123,0.027750045228289826
312,0.027630139784190523
33,0.02751442000766992
888,0.02750846512302304
1857,0.02750092845940663
1224,0.0274969508955412
1910,0.02737529640903539
3264,0.027368312327185614
2215,0.027357998742534882
354,0.027296146724748165
319,0.027296009739749695
699,0.027276178457120485
965,0.027244041061109888
282,0.02721154216382758
729,0.02717918906203655
2637,0.02709092665590244
4120,0.027087830149681427
3892,0.027009137759383434
2696,0.02697503703831618
1912,0.02689000367145962
1256,0.02684615003735453
2956,0.02684086895880983
3984,0.026831325146467758
1817,0.026751085679968548
1596,0.0267319967982894
1108,0.02672272326042525
383,0.026715728327064182
2864,0.02669911967190672
3499,0.02669897202972109
2218,0.02669296515450361
76,0.026585963504920374
3249,0.026565267213128727
1905,0.02651434836113833
1778,0.026509602811495208
1521,0.026381438004744764
122,0.026375699650454935
559,0.026281258270148468
97,0.026199132099489993
5250,0.026178672810731295
2169,0.026176010053239312
1561,0.02617456678987216
1315,0.02611929281895836
557,0.026102222777965416
415,0.025918833222468744
3866,0.025904010519395133
172,0.025823301284917364
696,0.025809307983183583
5177,0.02577251808021038
453,0.025722400346154695
2498,0.02571595224361293
3932,0.025641482116162812
5199,0.025641025641025633
824,0.025567198586743223
1755,0.025412190326164312
5972,0.025402909821264183
1255,0.02538804190513234
1276,0.025261659735569226
2687,0.02525411971557893
1312,0.02524867980809581
2065,0.025246548323471396
4946,0.025060775258607466
2714,0.0249835634451019
2775,0.024786091851765057
3879,0.024746823723189076
133,0.0246755639061811
863,0.02462497217348181
999,0.024511858718588794
320,0.024425467536291216
558,0.02441512064635497
1629,0.02440118604645964
7,0.0243831924478859
3534,0.024375951689704543
5142,0.0243559051849444
116,0.024271820623498985
236,0.024261625781436525
410,0.024124716074380832
2991,0.024071096419844593
4046,0.023939548529603883
1436,0.02389103616016986
2234,0.02380984902058032
2025,0.023807702884546717
88,0.023760216442948158
1572,0.02366863905325443
719,0.02342599907834839
5934,0.023413225566992473
1906,0.023289029744191697
4041,0.02328003649757676
1403,0.02323633711922754
60,0.023224812100727958
132,0.023179746615824053
2644,0.023176986600844947
4978,0.023151935261643324
119,0.023076158032229496
976,0.023018748249438233
115,0.022908053861638435
1171,0.022885318446441795
5951,0.02288381030780123
913,0.022858322626982477
432,0.02278012465258672
3284,0.02275576337106874
5953,0.02275576337106874
2713,0.02262874607657862
640,0.022514302174651533
2037,0.02249359531637017
1540,0.022492778492699247
724,0.022408387285267572
1911,0.022308236334851936
1747,0.022137526676344197
445,0.022133766488952704
2201,0.02203488373792166
1185,0.02202398071981243
4354,0.021982494887003816
2226,0.021968833564847377
2230,0.02194050401307371
2435,0.021837775443584926
1460,0.02183531629677551
4039,0.021833619666544544
436,0.021753963457291338
1738,0.02172341784704257
113,0.021667937961663396
1028,0.02163131542374646
779,0.021597417985872
1748,0.021588837382445998
5831,0.02158579926019993
1520,0.021503333418191516
2511,0.021446471778164694
1558,0.02144083897922127
730,0.021434548880804816
4544,0.021433267587113735
5227,0.021413598471278137
1035,0.0213590752901247
2032,0.021356484644218684
451,0.021346484527943146
4047,0.021318163570803385
1167,0.021317078850172394
547,0.021283866131880855
409,0.02125700188463655
2046,0.021247693688741104
2049,0.021241907530510515
644,0.021235529246622215
360,0.021232977012786997
994,0.021091853615409297
652,0.02108698972493635
2501,0.021072419295370532
1036,0.02092635158905605
1412,0.020910321582212246
5277,0.02090729783037475
2030,0.020851091819195543
2303,0.020835870968325267
597,0.020823675718809914
434,0.020797208438023594
5206,0.02079630218025154
340,0.020757952269319837
307,0.020720321642364117
727,0.02070499409236298
2371,0.020687261428140837
1016,0.020679193828760916
4558,0.020660428627551748
411,0.020620785421189315
297,0.020586292776582395
1309,0.02053997425945405
4451,0.02052456989356371
1407,0.02052372487661541
1718,0.02051999979539593
5423,0.02051943881445282
548,0.020518911934308253
5829,0.02051743980737926
2640,0.020512820512820506
685,0.02050561124056575
1406,0.02044733434446542
2040,0.020412044411016877
4342,0.02038812980621837
108,0.02038388742141776
2867,0.020278686759927538
2035,0.020267892304028975
2638,0.02026145653766562
386,0.020246898702079047
1258,0.020179691756694117
2047,0.02015497776727203
4278,0.020139002940798983
2248,0.020125914587373804
375,0.02011225486785882
111,0.02011115890280977
649,0.0200318466701326
1254,0.020010748578638493
3398,0.01999744770048389
1314,0.019994422148189056
420,0.019989480205553866
2318,0.01997459600691722
89,0.019964777429908723
2151,0.019890240599123952
2561,0.01987202913465414
4165,0.019864842975503005
5386,0.019855358316896776
407,0.019793159168638906
3875,0.01978129431917515
2034,0.019773487785039942
345,0.019725791348229105
2558,0.019672507604751678
2232,0.019603213362038244
4089,0.01960001019197752
365,0.0195858771319057
1814,0.019471477943744906
3276,0.019470365657948765
5208,0.019470146964470414
5209,0.019460880999342536
1899,0.01944556461272818
720,0.019381007379177695
3189,0.019352307966996458
996,0.019346197346902565
1472,0.019341120567805913
350,0.019339431257924124
646,0.019336598635723633
414,0.019200525570445385
1272,0.019159100704116937
765,0.019091272740396334
2649,0.01907544676088822
4313,0.01907242538215771
2008,0.01906640368178829
1783,0.01906640368178829
109,0.01906109077734955
852,0.019008036644484784
2033,0.018975311204362234
2497,0.01895724886399458
4565,0.018954421330823493
3684,0.018944395901209776
3979,0.018942482634711082
552,0.018875184571371512
629,0.018850166305757383
2635,0.018847861797096296
4010,0.018841870758993608
3585,0.018830947074045562
5636,0.01882064592539112
3514,0.018812903462025028
1483,0.018810990195526334
5412,0.018810990195526334
4976,0.01880407511593968
1301,0.01876456000091769
2710,0.018753109369002395
693,0.018697343718203755
1618,0.018592557855052504
1849,0.0185766743508118
2043,0.018573525936671508
3520,0.018563868067140214
534,0.0185375564207942
680,0.0185166711506945
2654,0.0184593611420394
2647,0.018458580712910327
909,0.01844382236262022
1033,0.018426940266266886
954,0.01833050744067178
2896,0.018296075963071937
3277,0.01829373934601996
2639,0.01829071751147307
1615,0.01826026974130307
4118,0.01821413551049134
25,0.018186924858698286
2197,0.01818083888972224
826,0.018174923283785473
565,0.018159508792047155
357,0.018104243591090894
315,0.018099989784472536
4423,0.01805045292226373
2373,0.018036511788141266
2424,0.018034128437249018
1259,0.018031301376069977
4187,0.018023624675699283
1498,0.018022035560417853
400,0.018017093617782663
2704,0.01801541078998138
1439,0.01795118753991786
2630,0.017924988378877484
1532,0.01789504041966663
2067,0.017858279877985203
3510,0.0177727722759438
4062,0.017758383054208987
3173,0.017756122039136586
4955,0.017755734191964932
792,0.01773208094648882
405,0.017727869982915905
1509,0.017639680619718528
1503,0.01763089121455098
4051,0.017626890615024243
4081,0.017619986850756077
154,0.01761908294942675
1512,0.01758294360415246
87,0.017567470807665582
417,0.01754999496218058
4862,0.01753696450748026
745,0.01750984393123235
2651,0.017500115314785937
2479,0.017497537490671258
318,0.01747600928903377
1533,0.017389442423102162
450,0.01737027043717984
134,0.017344756722908382
4096,0.017260391815429012
1206,0.017249178908925144
2160,0.017245363311297734
1424,0.017244553831084197
2478,0.017237172646898145
1434,0.017233080925309372
2229,0.017231205681970615
2678,0.017225513544554667
139,0.01716576185358005
1763,0.017119186344745817
1898,0.017108428383401552
3280,0.017097811591826956
4341,0.01709447356915427
3282,0.017094017094017092
442,0.017057754169471633
1174,0.0170421725292073
1885,0.017005495790857632
3703,0.01699844681327342
331,0.016980253298008122
1316,0.016978054471528687
2446,0.016976765144611185
2027,0.016973121599234715
17,0.0169552874105939
326,0.016908244029153162
625,0.0168498460479636
2290,0.016845973577808763
1324,0.016841523459843136
376,0.01683366166511994
32,0.01681180497654159
972,0.016808235342635872
1428,0.016776751589968417
370,0.01677497041970879
1655,0.016755148937289768
4573,0.01674270029279361
3901,0.01673807307874799
746,0.01672509491593636
3859,0.016721877397853885
3352,0.01671524401742512
3659,0.016712245917368706
4183,0.016706443540731017
773,0.016701987455355997
661,0.01663546827974075
2042,0.01660868701820312
5308,0.016584322389140125
296,0.016580415910217198
3523,0.016577531995884333
3457,0.01657561872938564
3718,0.01657561872938564
564,0.01650758516153048
403,0.016474357369990922
2980,0.01645316936930082
4177,0.01644566825405916
335,0.0164391843475657
620,0.01643313472359659
2045,0.016430690047296175
917,0.016400951028764172
794,0.016361566957932762
249,0.016357635340275387
2861,0.016328289104527376
2893,0.01631984556926528
683,0.016312272534474457
5957,0.016311683315780645
2641,0.016310286600923648
1813,0.01630897925493483
1083,0.016307037090119925
952,0.01619289741164863
2757,0.016189465967554002
1933,0.016102980343360624
1346,0.016080667296324635
545,0.016078123714801704
349,0.016077842508559228
237,0.01607695986276629
916,0.016064225431987295
1658,0.016061904794601633
1580,0.016059958487897933
955,0.016059506435424337
1037,0.016054231141721328
5140,0.01604964897264665
4325,0.01604556176438371
4867,0.016008039861744337
2110,0.015965268721664625
57,0.01596073979843974
2146,0.015957865679148194
2821,0.01594621119245883
2563,0.01593580048301404
1446,0.01592981964715821
4974,0.015917662495650325
1433,0.01591562286258381
851,0.015880416172450798
342,0.015872207299354416
222,0.015862892707493553
1636,0.015861478033335576
787,0.015779092702169623
3483,0.015737179105598152
3966,0.015736638352823493
215,0.015697990734472363
828,0.015683302102083588
1514,0.015680741315794614
721,0.015677185362717578
3092,0.015660802489273748
4357,0.015648056738122054
5273,0.015647600262984875
1008,0.015585840805096285
3830,0.015554092318195448
782,0.015551637243817902
1021,0.015549118543123932
4411,0.01554906003388292
979,0.01553575746172641
2061,0.015527728727014736
5032,0.015520914989103905
1004,0.015423142947407733
2288,0.015406653392406032
3783,0.015402286991866267
3069,0.015392595433651301
4186,0.015392224512069034
3864,0.015308415672070624
3120,0.015294362482938126
2147,0.015269688551677967
3687,0.015262607604036867
75,0.015231684363895772
2865,0.015140073122969906
4757,0.015137223495114116
5205,0.01512163050624589
2712,0.01512163050624589
4788,0.015069379069838474
516,0.015051228566820582
3321,0.015030122354817746
2051,0.015026065446264555
1646,0.015015761941638174
4115,0.01501460817083383
1027,0.015008136847463468
3852,0.01500466785997023
4967,0.014996710923411058
4098,0.014941871808185327
1463,0.014912038807762729
647,0.014898762156160681
3841,0.014883831072866047
142,0.014875919752149531
1152,0.014873949330119795
4422,0.014866310203986871
5941,0.01486526648474843
191,0.014840398699595761
927,0.014780852008588554
1902,0.014778443334729644
1656,0.014776458250764039
330,0.01476586870837085
3462,0.014760702772766815
942,0.01475917965620288
712,0.014756400595626138
2084,0.014751177899240426
378,0.014749389220948364
217,0.014700227407957806
2565,0.014690257926915853
2195,0.014660615641562215
2688,0.01461282607812893
989,0.01461246953625168
1368,0.014607474949019832
3501,0.014607239388046044
2255,0.014593079555515538
1665,0.014589728517907312
428,0.014536974696960896
1546,0.014521976935260583
3533,0.014516236835755593
2217,0.014514576968304011
4687,0.014478901146979936
2800,0.01447549124695298
1305,0.014471739702429688
2634,0.01446419922167902
1896,0.014443275439164127
1507,0.014406914560997271
669,0.014376179062735915
303,0.014371386474576009
5947,0.014361164854189394
1581,0.014340247263244942
193,0.014329178450165209
2198,0.014292880329736838
702,0.01427579876332749
2285,0.014217594797074138
4964,0.014212249386433498
2984,0.01421216534604625
2060,0.014209844520759919
5813,0.01420942142234374
4950,0.014201839744473543
2631,0.014201365264405996
5969,0.014134551229544328
2064,0.014132920908959063
925,0.014127473581637087
1435,0.014106982586726362
4338,0.014080409752028974
5980,0.01407726238487545
3836,0.01407726238487545
3881,0.01407659475703608
3431,0.014069690992767914
1714,0.014068442822933193
8,0.014046046019552233
4163,0.014016829993878693
1025,0.013971993495101998
3143,0.013956229770663834
1622,0.013955035761342827
1979,0.013949364073076204
3306,0.013947683212189397
5098,0.013945000286165776
2690,0.013938198553583166
384,0.013905701057663164
606,0.013883310689018543
554,0.013879797770217596
4963,0.013829908240868301
1530,0.01381836922809473
2183,0.013814277506505955
1005,0.013788023703083937
998,0.013746343729752176
1647,0.013739359532065334
788,0.013726855435750902
553,0.013720679586614975
1475,0.013718497195418324
1501,0.013702300730776058
3683,0.013700750862700764
1641,0.01368965758697303
4327,0.013683783636211543
3880,0.013680135292748204
846,0.01366940375640394
2249,0.013635926425633611
36,0.013614694525736182
155,0.01360447495017589
2284,0.013601846097770187
2036,0.013554315125656214
1904,0.013552109451807385
4617,0.013549995207040045
5264,0.013547205419873518
300,0.01353288852113479
167,0.013532564668749613
366,0.013493838286078646
1013,0.01348073669856027
991,0.013473625546029913
704,0.013447111079071353
2057,0.013438331972877672
632,0.01343796967485544
624,0.013430555927098579
3181,0.013421713455450408
4769,0.013415827536310519
2381,0.013415270207545208
1393,0.013412228796844177
238,0.013407268245751787
1219,0.013360466405967414
2275,0.01332737637416608
4078,0.013321933403316425
873,0.013306306530169294
3863,0.013295167075273388
983,0.013286465814907463
2517,0.013284989852370217
3071,0.013280736357659431
1011,0.013261266921788384
5056,0.013179081887383714
