alpha,AUC,Precision@100,KendallTau,Spearman
0.1,0.6556911850817531,0.66,0.22302337607160622,0.32825926668446637
0.3,0.6556911850817531,0.66,0.22302337607160622,0.32825926668446637
0.5,0.6556911850817531,0.66,0.22297817015773744,0.3282511044038162
0.7,0.6556911850817531,0.66,0.22293296424386866,0.3282497440237079
0.9,0.6557812711139138,0.66,0.22293296424386866,0.32832365800959484
