alpha,AUC,Precision@100,KendallTau,Spearman
0.1,0.6740236926264582,0.66,0.24819217216858686,0.36064951566110165
0.3,0.6825818656817261,0.66,0.2599882491850671,0.3776938829370053
0.5,0.6908247376244314,0.67,0.27110639074083004,0.39394061690294363
0.7,0.700508986081708,0.67,0.28403236019183903,0.41291875748774226
0.9,0.7120850412143598,0.68,0.30256259611811065,0.4369339138810074
