alpha,AUC,Precision@100,KendallTau,Spearman
0.1,0.7365433989459933,0.71,0.36127180701622486,0.5128147341328237
0.3,0.7346966352866988,0.71,0.3590572178445485,0.5097178400507278
0.5,0.7345164632223773,0.71,0.35837928238383127,0.5091231293707851
0.7,0.7343813341741363,0.71,0.3581533038969255,0.5087970927875759
0.9,0.7344263771902168,0.71,0.3583340866864501,0.5088224864574782
