alpha,AUC,Precision@100,KendallTau,Spearman
0.1,0.6692941759380209,0.66,0.24290427557499225,0.3541773040447672
0.3,0.6725372730958065,0.67,0.2479661936816811,0.36089392973391077
0.5,0.6749245529480653,0.67,0.2523953720250338,0.36626695821019095
0.7,0.6791135534435386,0.67,0.2573217030395792,0.373786658709993
0.9,0.6837529840998153,0.67,0.2641462533441329,0.3831301688588455
