alpha,AUC,Precision@100,KendallTau,Spearman
0.1,0.6719517138867618,0.66,0.24710747543143924,0.3588842021445046
0.3,0.6764560154947975,0.66,0.2530281117883699,0.3672428006678629
0.5,0.6798792847169046,0.67,0.25745729013172264,0.37476476845962053
0.7,0.6870411242736814,0.67,0.2668127994896208,0.38780487141281395
0.9,0.6946083509751813,0.68,0.2772530055846665,0.40250327170230216
