iteration,residual
195,5.130396505202532e-17
196,4.1188843179702274e-17
197,1.0001750482799997e-16
198,9.589236173064293e-17
199,6.37968672259688e-17
200,4.868816849222643e-17
201,1.9429820108803438e-16
202,9.96591437168624e-17
203,6.624649974431803e-17
204,5.680502052796837e-17
205,4.5346927917773634e-17
206,1.016947491775717e-16
207,9.794155942317769e-17
208,6.21324474846141e-17
209,4.811292724192235e-17
210,1.9542761364407959e-16
211,9.965003811267942e-17
212,6.332180085656734e-17
213,4.7431303947399056e-17
214,4.30330588990015e-17
215,1.032469238185254e-16
216,9.845295556508248e-17
217,5.903749497446529e-17
218,4.2030913043281256e-17
219,9.829921908515582e-17
220,9.255412547617492e-17
221,6.008058957922936e-17
222,4.4192329366437417e-17
223,1.0071768343802406e-16
224,1.0191852469432444e-16
225,6.49341942461149e-17
226,1.974773804368758e-16
227,1.0065828525259785e-16
228,5.788730364143275e-17
229,4.651693188083804e-17
230,4.2608695392427095e-17
231,3.594247992308675e-17
232,1.908776438190051e-16
233,9.954586629505694e-17
234,6.170374293418501e-17
235,5.014689157629634e-17
236,4.0577523619801084e-17
237,1.0073187123989057e-16
238,9.320864371638608e-17
239,6.188013754545072e-17
240,4.8101915813608047e-17
241,1.925155143714193e-16
242,1.0038072314369446e-16
243,6.392773381631958e-17
244,5.227466480957875e-17
245,4.372485982378165e-17
246,1.0130245380898475e-16
247,9.597388865181615e-17
248,6.205833210172934e-17
249,4.847757492571533e-17
250,1.9739865931234034e-16
251,1.0138412631394578e-16
252,6.565992942834443e-17
253,5.408731531670295e-17
254,4.6426894925522867e-17
255,1.0131400786778089e-16
256,9.713391350797072e-17
257,6.002714709421353e-17
258,4.518028742029115e-17
259,1.016761276876219e-16
260,9.271082657141697e-17
261,5.94557969015109e-17
262,4.3018659338898177e-17
263,1.9084376250111493e-16
264,1.0443909622200623e-16
265,6.457190237270648e-17
266,5.008106123442692e-17
267,4.3354918184068333e-17
268,1.0484622790205993e-16
269,9.370256980375375e-17
270,5.588007378445648e-17
271,4.441795776776228e-17
272,1.927323283361368e-16
273,1.0220907023012247e-16
274,6.250884775055023e-17
275,5.0977433850858786e-17
276,4.294770709467583e-17
277,1.0136111084058211e-16
278,9.044255174800876e-17
279,5.665510893119416e-17
280,4.6408485193809887e-17
281,1.9416974324762735e-16
282,9.554630906702014e-17
283,6.339230311453646e-17
284,5.207984723171026e-17
285,4.2040111291692845e-17
286,1.0049777250909316e-16
287,9.473277362585179e-17
288,6.1915607050117e-17
289,4.788391070880847e-17
290,1.9822186945795312e-16
291,1.0114335719868875e-16
292,6.42352200110627e-17
293,4.8616329510387424e-17
294,4.146751701934894e-17
295,1.0215711005276434e-16
296,9.705449093427583e-17
297,6.234039407316503e-17
298,4.7654364780102556e-17
299,1.0385882571357783e-16
300,9.562896095382644e-17
301,5.837244176197265e-17
302,1.0366453753130137e-16
303,9.367980579329629e-17
304,5.727484588100869e-17
305,9.729882023488929e-17
306,9.096591223029351e-17
307,5.63764615613271e-17
308,9.871251822385672e-17
309,9.388648183242634e-17
310,5.787740394386172e-17
311,1.918587991395012e-16
312,9.969924543295897e-17
313,6.145838131216708e-17
314,4.356375151023592e-17
315,3.808851730429432e-17
316,3.561478405161774e-17
317,9.628631146045498e-17
318,9.100267875416027e-17
319,5.872131345712302e-17
320,4.373609624522257e-17
321,1.8884465886647637e-16
322,1.0199710023507208e-16
323,6.287233076404073e-17
324,4.982523081457652e-17
325,4.1441073709526843e-17
326,1.0371374485158093e-16
327,9.112420151231166e-17
328,5.544469884956777e-17
329,4.414351909285189e-17
330,1.9309824656935066e-16
331,1.0122047690155829e-16
332,6.134767145898299e-17
333,5.0283713867057514e-17
334,4.345592686302841e-17
335,1.0112584743948223e-16
336,9.052661976802375e-17
337,5.693081815552544e-17
338,4.619545640757543e-17
339,1.9445265225201028e-16
340,9.537012621399125e-17
341,6.365149519639628e-17
342,5.2566044143434226e-17
343,4.239925326132867e-17
344,1.005045487726712e-16
345,9.537736569871231e-17
346,6.25038714319851e-17
347,4.807703422078245e-17
348,1.978830562790514e-16
349,1.0097056247744887e-16
350,6.395400507257427e-17
351,4.912624334463451e-17
352,4.1736873496575806e-17
353,1.0030295493122467e-16
354,9.700790412217684e-17
355,6.21777637472922e-17
356,4.7467170498759355e-17
357,1.0427133075889067e-16
358,9.626592973016167e-17
359,6.033755819960263e-17
360,1.0199757669110491e-16
361,9.457681368443859e-17
362,5.870040233123768e-17
363,9.636411937759417e-17
364,8.95993304490171e-17
365,5.539549152928821e-17
366,9.775515923522254e-17
367,9.345428327108983e-17
368,5.969005445098592e-17
369,1.921239204519918e-16
370,9.899382580657375e-17
371,6.1026553327745e-17
372,4.6982376485354277e-17
373,3.9847367984378076e-17
374,3.7897008448876046e-17
375,9.944448703918244e-17
376,9.624930670857181e-17
377,6.378090594886897e-17
378,4.964716860719591e-17
379,1.9154938065084717e-16
380,1.0129868186539151e-16
381,6.315545152666048e-17
382,4.895535444752596e-17
383,3.9693406511324806e-17
384,1.019567867607387e-16
385,9.064308679827121e-17
386,5.5421405443518274e-17
387,4.384684580307607e-17
388,1.909756878826498e-16
389,1.009070747110742e-16
390,6.182275106327424e-17
391,5.061617429885483e-17
392,4.343009235813715e-17
393,1.0155762248434511e-16
394,9.12684088715817e-17
395,5.796377483470206e-17
396,4.6433896182227516e-17
397,1.9432220917813312e-16
398,9.570216312931493e-17
399,6.28298732375596e-17
400,5.228652327084031e-17
401,4.243482864511335e-17
402,1.0042831580741831e-16
403,9.331229937330633e-17
404,5.915639722443611e-17
405,4.694328062088257e-17
406,1.9710375949779784e-16
407,9.956366722183908e-17
408,6.367024903524408e-17
409,5.1126088133101916e-17
410,4.129048713337279e-17
411,1.001987698787124e-16
412,9.592539601558584e-17
413,6.338309163123507e-17
414,4.8234158832498124e-17
415,1.9604308895937824e-16
416,1.0084244874417666e-16
417,6.622532392063668e-17
418,5.368709224912529e-17
419,4.5764515160770004e-17
420,1.0208565488272956e-16
421,9.756844140991217e-17
422,5.996997237027387e-17
423,4.580222136181262e-17
424,1.0073274474261743e-16
425,9.311740238609903e-17
426,6.106833587484628e-17
427,4.2811771541531314e-17
428,1.9080479898554123e-16
429,1.0345060877256046e-16
430,6.339876174075927e-17
431,4.979349354883409e-17
432,4.298349423669732e-17
433,1.0483775757258738e-16
434,9.356704453219306e-17
435,5.568356214069348e-17
436,4.415368348821894e-17
437,1.9283905448749084e-16
438,1.0216671858275975e-16
439,6.250884775055023e-17
440,5.0977433850858786e-17
441,4.294770709467583e-17
442,1.0136111084058211e-16
443,9.044255174800876e-17
444,5.665510893119416e-17
445,4.6408485193809887e-17
446,1.9416974324762735e-16
447,9.554630906702014e-17
448,6.339230311453646e-17
449,5.207984723171026e-17
450,4.2040111291692845e-17
451,1.0049777250909316e-16
452,9.473277362585179e-17
453,6.1915607050117e-17
454,4.788391070880847e-17
455,1.9822186945795312e-16
456,1.0114335719868875e-16
457,6.42352200110627e-17
458,4.8616329510387424e-17
459,4.146751701934894e-17
460,1.0215711005276434e-16
461,9.705449093427583e-17
462,6.234039407316503e-17
463,4.7654364780102556e-17
464,1.0385882571357783e-16
465,9.562896095382644e-17
466,5.837244176197265e-17
467,1.0366453753130137e-16
468,9.367980579329629e-17
469,5.727484588100869e-17
470,9.729882023488929e-17
471,9.096591223029351e-17
472,5.63764615613271e-17
473,9.871251822385672e-17
474,9.388648183242634e-17
475,5.787740394386172e-17
476,1.918587991395012e-16
477,9.969924543295897e-17
478,6.145838131216708e-17
479,4.356375151023592e-17
480,3.808851730429432e-17
481,3.561478405161774e-17
482,9.628631146045498e-17
483,9.100267875416027e-17
484,5.872131345712302e-17
485,4.373609624522257e-17
486,1.8884465886647637e-16
487,1.0199710023507208e-16
488,6.287233076404073e-17
489,4.982523081457652e-17
490,4.1441073709526843e-17
491,1.0371374485158093e-16
492,9.112420151231166e-17
493,5.544469884956777e-17
494,4.414351909285189e-17
495,1.9309824656935066e-16
496,1.0122047690155829e-16
497,6.134767145898299e-17
498,5.0283713867057514e-17
499,4.345592686302841e-17
500,1.0112584743948223e-16
501,9.052661976802375e-17
502,5.693081815552544e-17
503,4.619545640757543e-17
504,1.9445265225201028e-16
505,9.537012621399125e-17
506,6.365149519639628e-17
507,5.2566044143434226e-17
508,4.239925326132867e-17
509,1.005045487726712e-16
510,9.537736569871231e-17
511,6.25038714319851e-17
512,4.807703422078245e-17
513,1.978830562790514e-16
514,1.0097056247744887e-16
515,6.395400507257427e-17
516,4.912624334463451e-17
517,4.1736873496575806e-17
518,1.0030295493122467e-16
519,9.700790412217684e-17
520,6.21777637472922e-17
521,4.7467170498759355e-17
522,1.0427133075889067e-16
523,9.626592973016167e-17
524,6.033755819960263e-17
525,1.0199757669110491e-16
526,9.457681368443859e-17
527,5.870040233123768e-17
528,9.636411937759417e-17
529,8.95993304490171e-17
530,5.539549152928821e-17
531,9.775515923522254e-17
532,9.345428327108983e-17
533,5.969005445098592e-17
534,1.921239204519918e-16
535,9.899382580657375e-17
536,6.1026553327745e-17
537,4.6982376485354277e-17
538,3.9847367984378076e-17
539,3.7897008448876046e-17
540,9.944448703918244e-17
541,9.624930670857181e-17
542,6.378090594886897e-17
543,4.964716860719591e-17
544,1.9154938065084717e-16
545,1.0129868186539151e-16
546,6.315545152666048e-17
547,4.895535444752596e-17
548,3.9693406511324806e-17
549,1.019567867607387e-16
550,9.064308679827121e-17
551,5.5421405443518274e-17
552,4.384684580307607e-17
553,1.909756878826498e-16
554,1.009070747110742e-16
555,6.182275106327424e-17
556,5.061617429885483e-17
557,4.343009235813715e-17
558,1.0155762248434511e-16
559,9.12684088715817e-17
560,5.796377483470206e-17
561,4.6433896182227516e-17
562,1.9432220917813312e-16
563,9.570216312931493e-17
564,6.28298732375596e-17
565,5.228652327084031e-17
566,4.243482864511335e-17
567,1.0042831580741831e-16
568,9.331229937330633e-17
569,5.915639722443611e-17
570,4.694328062088257e-17
571,1.9710375949779784e-16
572,9.956366722183908e-17
573,6.367024903524408e-17
574,5.1126088133101916e-17
575,4.129048713337279e-17
576,1.001987698787124e-16
577,9.592539601558584e-17
578,6.338309163123507e-17
579,4.8234158832498124e-17
580,1.9604308895937824e-16
581,1.0084244874417666e-16
582,6.622532392063668e-17
583,5.368709224912529e-17
584,4.5764515160770004e-17
585,1.0208565488272956e-16
586,9.756844140991217e-17
587,5.996997237027387e-17
588,4.580222136181262e-17
589,1.0073274474261743e-16
590,9.311740238609903e-17
591,6.106833587484628e-17
592,4.2811771541531314e-17
593,1.9080479898554123e-16
594,1.0345060877256046e-16
595,6.339876174075927e-17
596,4.979349354883409e-17
597,4.298349423669732e-17
598,1.0483775757258738e-16
599,9.356704453219306e-17
600,5.568356214069348e-17
601,4.415368348821894e-17
602,1.9283905448749084e-16
603,1.0216671858275975e-16
604,6.250884775055023e-17
605,5.0977433850858786e-17
606,4.294770709467583e-17
607,1.0136111084058211e-16
608,9.044255174800876e-17
609,5.665510893119416e-17
610,4.6408485193809887e-17
611,1.9416974324762735e-16
612,9.554630906702014e-17
613,6.339230311453646e-17
614,5.207984723171026e-17
615,4.2040111291692845e-17
616,1.0049777250909316e-16
617,9.473277362585179e-17
618,6.1915607050117e-17
619,4.788391070880847e-17
620,1.9822186945795312e-16
621,1.0114335719868875e-16
622,6.42352200110627e-17
623,4.8616329510387424e-17
624,4.146751701934894e-17
625,1.0215711005276434e-16
626,9.705449093427583e-17
627,6.234039407316503e-17
628,4.7654364780102556e-17
629,1.0385882571357783e-16
630,9.562896095382644e-17
631,5.837244176197265e-17
632,1.0366453753130137e-16
633,9.367980579329629e-17
634,5.727484588100869e-17
635,9.729882023488929e-17
636,9.096591223029351e-17
637,5.63764615613271e-17
638,9.871251822385672e-17
639,9.388648183242634e-17
640,5.787740394386172e-17
641,1.918587991395012e-16
642,9.969924543295897e-17
643,6.145838131216708e-17
644,4.356375151023592e-17
645,3.808851730429432e-17
646,3.561478405161774e-17
647,9.628631146045498e-17
648,9.100267875416027e-17
649,5.872131345712302e-17
650,4.373609624522257e-17
651,1.8884465886647637e-16
652,1.0199710023507208e-16
653,6.287233076404073e-17
654,4.982523081457652e-17
655,4.1441073709526843e-17
656,1.0371374485158093e-16
657,9.112420151231166e-17
658,5.544469884956777e-17
659,4.414351909285189e-17
660,1.9309824656935066e-16
661,1.0122047690155829e-16
662,6.134767145898299e-17
663,5.0283713867057514e-17
664,4.345592686302841e-17
665,1.0112584743948223e-16
666,9.052661976802375e-17
667,5.693081815552544e-17
668,4.619545640757543e-17
669,1.9445265225201028e-16
670,9.537012621399125e-17
671,6.365149519639628e-17
672,5.2566044143434226e-17
673,4.239925326132867e-17
674,1.005045487726712e-16
675,9.537736569871231e-17
676,6.25038714319851e-17
677,4.807703422078245e-17
678,1.978830562790514e-16
679,1.0097056247744887e-16
680,6.395400507257427e-17
681,4.912624334463451e-17
682,4.1736873496575806e-17
683,1.0030295493122467e-16
684,9.700790412217684e-17
685,6.21777637472922e-17
686,4.7467170498759355e-17
687,1.0427133075889067e-16
688,9.626592973016167e-17
689,6.033755819960263e-17
690,1.0199757669110491e-16
691,9.457681368443859e-17
692,5.870040233123768e-17
693,9.636411937759417e-17
694,8.95993304490171e-17
695,5.539549152928821e-17
696,9.775515923522254e-17
697,9.345428327108983e-17
698,5.969005445098592e-17
699,1.921239204519918e-16
700,9.899382580657375e-17
701,6.1026553327745e-17
702,4.6982376485354277e-17
703,3.9847367984378076e-17
704,3.7897008448876046e-17
705,9.944448703918244e-17
706,9.624930670857181e-17
707,6.378090594886897e-17
708,4.964716860719591e-17
709,1.9154938065084717e-16
710,1.0129868186539151e-16
711,6.315545152666048e-17
712,4.895535444752596e-17
713,3.9693406511324806e-17
714,1.019567867607387e-16
715,9.064308679827121e-17
716,5.5421405443518274e-17
717,4.384684580307607e-17
718,1.909756878826498e-16
719,1.009070747110742e-16
720,6.182275106327424e-17
721,5.061617429885483e-17
722,4.343009235813715e-17
723,1.0155762248434511e-16
724,9.12684088715817e-17
725,5.796377483470206e-17
726,4.6433896182227516e-17
727,1.9432220917813312e-16
728,9.570216312931493e-17
729,6.28298732375596e-17
730,5.228652327084031e-17
731,4.243482864511335e-17
732,1.0042831580741831e-16
733,9.331229937330633e-17
734,5.915639722443611e-17
735,4.694328062088257e-17
736,1.9710375949779784e-16
737,9.956366722183908e-17
738,6.367024903524408e-17
739,5.1126088133101916e-17
740,4.129048713337279e-17
741,1.001987698787124e-16
742,9.592539601558584e-17
743,6.338309163123507e-17
744,4.8234158832498124e-17
745,1.9604308895937824e-16
746,1.0084244874417666e-16
747,6.622532392063668e-17
748,5.368709224912529e-17
749,4.5764515160770004e-17
750,1.0208565488272956e-16
751,9.756844140991217e-17
752,5.996997237027387e-17
753,4.580222136181262e-17
754,1.0073274474261743e-16
755,9.311740238609903e-17
756,6.106833587484628e-17
757,4.2811771541531314e-17
758,1.9080479898554123e-16
759,1.0345060877256046e-16
760,6.339876174075927e-17
761,4.979349354883409e-17
762,4.298349423669732e-17
763,1.0483775757258738e-16
764,9.356704453219306e-17
765,5.568356214069348e-17
766,4.415368348821894e-17
767,1.9283905448749084e-16
768,1.0216671858275975e-16
769,6.250884775055023e-17
770,5.0977433850858786e-17
771,4.294770709467583e-17
772,1.0136111084058211e-16
773,9.044255174800876e-17
774,5.665510893119416e-17
775,4.6408485193809887e-17
776,1.9416974324762735e-16
777,9.554630906702014e-17
778,6.339230311453646e-17
779,5.207984723171026e-17
780,4.2040111291692845e-17
781,1.0049777250909316e-16
782,9.473277362585179e-17
783,6.1915607050117e-17
784,4.788391070880847e-17
785,1.9822186945795312e-16
786,1.0114335719868875e-16
787,6.42352200110627e-17
788,4.8616329510387424e-17
789,4.146751701934894e-17
790,1.0215711005276434e-16
791,9.705449093427583e-17
792,6.234039407316503e-17
793,4.7654364780102556e-17
794,1.0385882571357783e-16
795,9.562896095382644e-17
796,5.837244176197265e-17
797,1.0366453753130137e-16
798,9.367980579329629e-17
799,5.727484588100869e-17
800,9.729882023488929e-17
801,9.096591223029351e-17
802,5.63764615613271e-17
803,9.871251822385672e-17
804,9.388648183242634e-17
805,5.787740394386172e-17
806,1.918587991395012e-16
807,9.969924543295897e-17
808,6.145838131216708e-17
809,4.356375151023592e-17
810,3.808851730429432e-17
811,3.561478405161774e-17
812,9.628631146045498e-17
813,9.100267875416027e-17
814,5.872131345712302e-17
815,4.373609624522257e-17
816,1.8884465886647637e-16
817,1.0199710023507208e-16
818,6.287233076404073e-17
819,4.982523081457652e-17
820,4.1441073709526843e-17
821,1.0371374485158093e-16
822,9.112420151231166e-17
823,5.544469884956777e-17
824,4.414351909285189e-17
825,1.9309824656935066e-16
826,1.0122047690155829e-16
827,6.134767145898299e-17
828,5.0283713867057514e-17
829,4.345592686302841e-17
830,1.0112584743948223e-16
831,9.052661976802375e-17
832,5.693081815552544e-17
833,4.619545640757543e-17
834,1.9445265225201028e-16
835,9.537012621399125e-17
836,6.365149519639628e-17
837,5.2566044143434226e-17
838,4.239925326132867e-17
839,1.005045487726712e-16
840,9.537736569871231e-17
841,6.25038714319851e-17
842,4.807703422078245e-17
843,1.978830562790514e-16
844,1.0097056247744887e-16
845,6.395400507257427e-17
846,4.912624334463451e-17
847,4.1736873496575806e-17
848,1.0030295493122467e-16
849,9.700790412217684e-17
850,6.21777637472922e-17
851,4.7467170498759355e-17
852,1.0427133075889067e-16
853,9.626592973016167e-17
854,6.033755819960263e-17
855,1.0199757669110491e-16
856,9.457681368443859e-17
857,5.870040233123768e-17
858,9.636411937759417e-17
859,8.95993304490171e-17
860,5.539549152928821e-17
861,9.775515923522254e-17
862,9.345428327108983e-17
863,5.969005445098592e-17
864,1.921239204519918e-16
865,9.899382580657375e-17
866,6.1026553327745e-17
867,4.6982376485354277e-17
868,3.9847367984378076e-17
869,3.7897008448876046e-17
870,9.944448703918244e-17
871,9.624930670857181e-17
872,6.378090594886897e-17
873,4.964716860719591e-17
874,1.9154938065084717e-16
875,1.0129868186539151e-16
876,6.315545152666048e-17
877,4.895535444752596e-17
878,3.9693406511324806e-17
879,1.019567867607387e-16
880,9.064308679827121e-17
881,5.5421405443518274e-17
882,4.384684580307607e-17
883,1.909756878826498e-16
884,1.009070747110742e-16
885,6.182275106327424e-17
886,5.061617429885483e-17
887,4.343009235813715e-17
888,1.0155762248434511e-16
889,9.12684088715817e-17
890,5.796377483470206e-17
891,4.6433896182227516e-17
892,1.9432220917813312e-16
893,9.570216312931493e-17
894,6.28298732375596e-17
895,5.228652327084031e-17
896,4.243482864511335e-17
897,1.0042831580741831e-16
898,9.331229937330633e-17
899,5.915639722443611e-17
900,4.694328062088257e-17
901,1.9710375949779784e-16
902,9.956366722183908e-17
903,6.367024903524408e-17
904,5.1126088133101916e-17
905,4.129048713337279e-17
906,1.001987698787124e-16
907,9.592539601558584e-17
908,6.338309163123507e-17
909,4.8234158832498124e-17
910,1.9604308895937824e-16
911,1.0084244874417666e-16
912,6.622532392063668e-17
913,5.368709224912529e-17
914,4.5764515160770004e-17
915,1.0208565488272956e-16
916,9.756844140991217e-17
917,5.996997237027387e-17
918,4.580222136181262e-17
919,1.0073274474261743e-16
920,9.311740238609903e-17
921,6.106833587484628e-17
922,4.2811771541531314e-17
923,1.9080479898554123e-16
924,1.0345060877256046e-16
925,6.339876174075927e-17
926,4.979349354883409e-17
927,4.298349423669732e-17
928,1.0483775757258738e-16
929,9.356704453219306e-17
930,5.568356214069348e-17
931,4.415368348821894e-17
932,1.9283905448749084e-16
933,1.0216671858275975e-16
934,6.250884775055023e-17
935,5.0977433850858786e-17
936,4.294770709467583e-17
937,1.0136111084058211e-16
938,9.044255174800876e-17
939,5.665510893119416e-17
940,4.6408485193809887e-17
941,1.9416974324762735e-16
942,9.554630906702014e-17
943,6.339230311453646e-17
944,5.207984723171026e-17
945,4.2040111291692845e-17
946,1.0049777250909316e-16
947,9.473277362585179e-17
948,6.1915607050117e-17
949,4.788391070880847e-17
950,1.9822186945795312e-16
951,1.0114335719868875e-16
952,6.42352200110627e-17
953,4.8616329510387424e-17
954,4.146751701934894e-17
955,1.0215711005276434e-16
956,9.705449093427583e-17
957,6.234039407316503e-17
958,4.7654364780102556e-17
959,1.0385882571357783e-16
960,9.562896095382644e-17
961,5.837244176197265e-17
962,1.0366453753130137e-16
963,9.367980579329629e-17
964,5.727484588100869e-17
965,9.729882023488929e-17
966,9.096591223029351e-17
967,5.63764615613271e-17
968,9.871251822385672e-17
969,9.388648183242634e-17
970,5.787740394386172e-17
971,1.918587991395012e-16
972,9.969924543295897e-17
973,6.145838131216708e-17
974,4.356375151023592e-17
975,3.808851730429432e-17
976,3.561478405161774e-17
977,9.628631146045498e-17
978,9.100267875416027e-17
979,5.872131345712302e-17
980,4.373609624522257e-17
981,1.8884465886647637e-16
982,1.0199710023507208e-16
983,6.287233076404073e-17
984,4.982523081457652e-17
985,4.1441073709526843e-17
986,1.0371374485158093e-16
987,9.112420151231166e-17
988,5.544469884956777e-17
989,4.414351909285189e-17
990,1.9309824656935066e-16
991,1.0122047690155829e-16
992,6.134767145898299e-17
993,5.0283713867057514e-17
994,4.345592686302841e-17
995,1.0112584743948223e-16
996,9.052661976802375e-17
997,5.693081815552544e-17
998,4.619545640757543e-17
999,1.9445265225201028e-16
1000,9.537012621399125e-17
